account_id,provider,tenant_id,account_type,owner_identity,criticality
CA00973,Oracle,oci-50217,read_only_account,ID_01575,2
CA00974,GCP,gcp-88737,service_account,ID_00528,3
CA00975,GCP,gcp-63154,automation_account,ID_00508,3
CA00976,DigitalOcean,do-48263,service_account,ID_00022,4
CA00977,AWS,aws-59982,admin_account,ID_00988,5
CA00978,AWS,aws-50297,admin_account,ID_01638,5
CA00979,GCP,gcp-69689,human_user,ID_01769,3
CA00980,Azure,az-58463,admin_account,ID_00193,4
CA00981,Azure,az-92933,billing_account,ID_00671,4
CA00982,GCP,gcp-16929,service_account,ID_01205,4
CA00983,AWS,aws-33169,billing_account,ID_00943,4
CA00984,GCP,gcp-90927,human_user,ID_00150,2
CA00985,DigitalOcean,do-54788,read_only_account,ID_01160,1
CA00986,AWS,aws-99633,automation_account,ID_00602,4
CA00987,GCP,gcp-15563,service_account,ID_00101,3
CA00988,Oracle,oci-41581,admin_account,ID_00747,5
CA00989,AWS,aws-49969,read_only_account,ID_01849,2
CA00990,AWS,aws-24410,billing_account,ID_00408,5
CA00991,AWS,aws-91250,admin_account,ID_01009,4
CA00992,AWS,aws-41439,admin_account,ID_00533,4
CA00993,Oracle,oci-55628,read_only_account,ID_00439,2
CA00994,DigitalOcean,do-15587,human_user,ID_00420,2
CA00995,Azure,az-56246,automation_account,ID_00627,3
CA00996,Azure,az-72627,admin_account,ID_00373,4
CA00997,AWS,aws-69576,read_only_account,ID_01593,2
CA00998,AWS,aws-56527,read_only_account,ID_01205,3
CA00999,Oracle,oci-91594,billing_account,ID_01822,4
CA01000,Azure,az-52592,automation_account,ID_00725,3
CA01001,AWS,aws-58024,service_account,ID_01492,3
CA01002,DigitalOcean,do-35939,service_account,ID_00672,3
CA01003,DigitalOcean,do-42856,automation_account,ID_01486,4
CA01004,Oracle,oci-56596,read_only_account,ID_01767,3
CA01005,Azure,az-22563,service_account,ID_01000,3
CA01006,Oracle,oci-91569,billing_account,ID_01993,4
CA01007,Azure,az-64427,service_account,ID_01960,4
CA01008,DigitalOcean,do-94871,read_only_account,ID_00795,1
CA01009,DigitalOcean,do-70904,read_only_account,ID_00953,1
CA01010,AWS,aws-16909,admin_account,ID_01556,4
CA01011,DigitalOcean,do-59207,billing_account,ID_00394,5
CA01012,Oracle,oci-18860,billing_account,ID_00230,4
CA01013,AWS,aws-64471,human_user,ID_01679,2
CA01014,Oracle,oci-91671,read_only_account,ID_01035,2
CA01015,Azure,az-77818,admin_account,ID_00504,4
CA01016,AWS,aws-53411,billing_account,ID_00352,5
CA01017,Azure,az-80738,service_account,ID_01366,4
CA01018,DigitalOcean,do-86754,admin_account,ID_00686,4
CA01019,DigitalOcean,do-95559,service_account,ID_00602,4
CA01020,GCP,gcp-72952,human_user,ID_01879,2
CA01021,Oracle,oci-21980,human_user,ID_01283,3
CA01022,AWS,aws-50400,automation_account,ID_01647,4
CA01023,Oracle,oci-31224,billing_account,ID_00333,5
CA01024,Azure,az-82132,automation_account,ID_02000,4
CA01025,Azure,az-69286,billing_account,ID_00776,5
CA01026,Oracle,oci-71243,read_only_account,ID_00036,1
CA01027,Azure,az-88827,read_only_account,ID_01552,2
CA01028,Azure,az-57542,service_account,ID_01334,4
CA01029,AWS,aws-49793,billing_account,ID_00972,4
CA01030,Oracle,oci-24039,human_user,ID_01538,3
CA01031,AWS,aws-42249,automation_account,ID_00496,3
CA01032,Oracle,oci-19846,human_user,ID_00791,2
CA01033,Azure,az-73809,admin_account,ID_01359,4
CA01034,DigitalOcean,do-18111,service_account,ID_00580,4
CA01035,GCP,gcp-27094,billing_account,ID_01079,5
CA01036,Azure,az-28834,billing_account,ID_01143,5
CA01037,DigitalOcean,do-30723,service_account,ID_00441,4
CA01038,AWS,aws-82630,human_user,ID_00866,3
CA01039,Oracle,oci-29917,human_user,ID_01357,1
CA01040,AWS,aws-83620,automation_account,ID_00048,4
CA01041,DigitalOcean,do-96824,read_only_account,ID_01230,2
CA01042,GCP,gcp-22107,billing_account,ID_01580,5
CA01043,AWS,aws-17396,automation_account,ID_01137,3
CA01044,AWS,aws-53111,billing_account,ID_01873,5
CA01045,GCP,gcp-19615,billing_account,ID_00258,4
CA01046,Azure,az-48580,billing_account,ID_01210,4
CA01047,Oracle,oci-51142,service_account,ID_01713,4
CA01048,DigitalOcean,do-44458,service_account,ID_01192,3
CA01049,DigitalOcean,do-58199,billing_account,ID_00307,5
CA01050,GCP,gcp-13443,service_account,ID_00380,3
CA01051,Oracle,oci-42122,admin_account,ID_01560,4
CA01052,GCP,gcp-25414,automation_account,ID_01812,3
CA01053,GCP,gcp-63172,admin_account,ID_00811,5
CA01054,GCP,gcp-79188,admin_account,ID_00765,5
CA01055,Oracle,oci-12392,billing_account,ID_00488,4
CA01056,DigitalOcean,do-85335,service_account,ID_01155,3
CA01057,AWS,aws-78738,automation_account,ID_01033,4
CA01058,DigitalOcean,do-60521,admin_account,ID_01987,4
CA01059,GCP,gcp-95009,billing_account,ID_01833,5
CA01060,GCP,gcp-18316,service_account,ID_01518,3
CA01061,Azure,az-66213,admin_account,ID_01681,5
CA01062,Oracle,oci-19538,human_user,ID_01834,3
CA01063,AWS,aws-85793,human_user,ID_00307,1
CA01064,AWS,aws-99913,automation_account,ID_01190,3
CA01065,Azure,az-79703,read_only_account,ID_00738,3
CA01066,DigitalOcean,do-44316,admin_account,ID_01071,5
CA01067,Oracle,oci-75219,service_account,ID_00941,4
CA01068,GCP,gcp-81820,read_only_account,ID_00009,1
CA01069,DigitalOcean,do-63291,read_only_account,ID_00132,3
CA01070,GCP,gcp-95381,service_account,ID_01953,3
CA01071,GCP,gcp-40541,read_only_account,ID_00814,2
CA01072,Oracle,oci-63397,read_only_account,ID_01774,1
CA01073,GCP,gcp-29719,admin_account,ID_00170,4
CA01074,DigitalOcean,do-42701,billing_account,ID_00460,4
CA01075,DigitalOcean,do-17322,read_only_account,ID_01617,1
CA01076,Azure,az-44556,service_account,ID_00817,4
CA01077,GCP,gcp-32310,automation_account,ID_01357,4
CA01078,GCP,gcp-60146,billing_account,ID_00239,4
CA01079,DigitalOcean,do-43482,service_account,ID_00654,4
CA01080,DigitalOcean,do-12558,read_only_account,ID_01344,3
CA01081,DigitalOcean,do-88440,automation_account,ID_00013,4
CA01082,GCP,gcp-54215,service_account,ID_00155,3
CA01083,AWS,aws-95390,human_user,ID_01653,2
CA01084,Oracle,oci-28138,billing_account,ID_01334,5
CA01085,Azure,az-87695,service_account,ID_01871,4
CA01086,AWS,aws-31919,billing_account,ID_00050,5
CA01087,Azure,az-28981,billing_account,ID_00091,5
CA01088,Oracle,oci-92873,billing_account,ID_01175,4
CA01089,Azure,az-70896,billing_account,ID_01389,5
CA01090,DigitalOcean,do-91054,read_only_account,ID_01021,1
CA01091,AWS,aws-87917,admin_account,ID_00313,4
CA01092,DigitalOcean,do-40458,human_user,ID_00735,1
CA01093,DigitalOcean,do-70357,billing_account,ID_01447,5
CA01094,AWS,aws-39467,human_user,ID_00779,3
CA01095,GCP,gcp-62939,billing_account,ID_01008,4
CA01096,AWS,aws-37189,service_account,ID_01299,4
CA01097,AWS,aws-85126,read_only_account,ID_01681,2
CA01098,Oracle,oci-47015,automation_account,ID_01787,3
CA01099,GCP,gcp-44503,human_user,ID_01595,2
CA01100,DigitalOcean,do-46899,automation_account,ID_01730,3
CA01101,DigitalOcean,do-28193,billing_account,ID_00223,5
CA01102,DigitalOcean,do-94623,automation_account,ID_01638,4
CA01103,GCP,gcp-53445,automation_account,ID_00682,3
CA01104,Oracle,oci-60601,read_only_account,ID_00523,1
CA01105,GCP,gcp-34453,service_account,ID_01983,3
CA01106,Azure,az-57789,billing_account,ID_00542,4
CA01107,Oracle,oci-40048,billing_account,ID_01315,5
CA01108,DigitalOcean,do-89585,billing_account,ID_00969,5
CA01109,DigitalOcean,do-58590,human_user,ID_00297,1
CA01110,DigitalOcean,do-16117,read_only_account,ID_00220,3
CA01111,GCP,gcp-13182,human_user,ID_01289,3
CA01112,AWS,aws-67494,admin_account,ID_00927,5
CA01113,Azure,az-43111,admin_account,ID_00122,5
CA01114,Azure,az-73755,automation_account,ID_01062,4
CA01115,Azure,az-47550,read_only_account,ID_01334,2
CA01116,AWS,aws-33689,read_only_account,ID_01002,2
CA01117,Azure,az-96565,automation_account,ID_01576,4
CA01118,Oracle,oci-20311,admin_account,ID_00921,5
CA01119,Azure,az-87519,service_account,ID_01628,3
CA01120,AWS,aws-87385,admin_account,ID_00754,5
CA01121,Azure,az-82317,admin_account,ID_00485,4
CA01122,Azure,az-11839,admin_account,ID_00724,5
CA01123,Oracle,oci-63681,billing_account,ID_01113,5
CA01124,Oracle,oci-17713,automation_account,ID_00379,3
CA01125,Oracle,oci-61769,read_only_account,ID_01611,2
CA01126,Azure,az-92126,billing_account,ID_01523,4
CA01127,AWS,aws-16361,admin_account,ID_00427,5
CA01128,DigitalOcean,do-63581,automation_account,ID_00242,3
CA01129,Oracle,oci-31737,automation_account,ID_00515,3
CA01130,Oracle,oci-87488,service_account,ID_00437,3
CA01131,Azure,az-55226,read_only_account,ID_01394,2
CA01132,DigitalOcean,do-67058,service_account,ID_01748,4
CA01133,Oracle,oci-18850,automation_account,ID_01465,3
CA01134,GCP,gcp-42794,read_only_account,ID_00496,2
CA01135,Azure,az-82507,admin_account,ID_00976,4
CA01136,Oracle,oci-88397,read_only_account,ID_00843,1
CA01137,Azure,az-79558,admin_account,ID_00294,5
CA01138,Azure,az-89789,read_only_account,ID_01586,2
CA01139,AWS,aws-72062,read_only_account,ID_01341,1
CA01140,Azure,az-86680,billing_account,ID_01939,4
CA01141,Oracle,oci-59640,read_only_account,ID_00598,3
CA01142,Azure,az-38127,human_user,ID_01533,3
CA01143,Azure,az-49246,human_user,ID_01551,3
CA01144,GCP,gcp-59078,service_account,ID_00832,3
CA01145,AWS,aws-71442,human_user,ID_00129,1
CA01146,Oracle,oci-78513,billing_account,ID_01878,4
CA01147,Oracle,oci-84884,billing_account,ID_01583,4
CA01148,AWS,aws-68502,read_only_account,ID_01149,1
CA01149,DigitalOcean,do-92763,admin_account,ID_00617,5
CA01150,GCP,gcp-23899,service_account,ID_00612,3
CA01151,GCP,gcp-55225,automation_account,ID_00829,3
CA01152,GCP,gcp-90616,automation_account,ID_01943,4
CA01153,Oracle,oci-17943,admin_account,ID_00049,5
CA01154,Oracle,oci-65763,human_user,ID_00889,3
CA01155,DigitalOcean,do-74425,automation_account,ID_00548,4
CA01156,AWS,aws-77368,automation_account,ID_01880,4
CA01157,Azure,az-53617,automation_account,ID_01749,3
CA01158,AWS,aws-54228,admin_account,ID_01640,4
CA01159,Azure,az-13291,read_only_account,ID_00889,1
CA01160,DigitalOcean,do-78556,human_user,ID_00059,1
CA01161,Azure,az-51822,automation_account,ID_01373,3
CA01162,Azure,az-30038,human_user,ID_00484,3
CA01163,Oracle,oci-16907,service_account,ID_01758,4
CA01164,Oracle,oci-55684,read_only_account,ID_01085,1
CA01165,Azure,az-92183,read_only_account,ID_00677,2
CA01166,Azure,az-59196,human_user,ID_01530,2
CA01167,DigitalOcean,do-35593,service_account,ID_01290,3
CA01168,Oracle,oci-53226,service_account,ID_01903,3
CA01169,GCP,gcp-56775,read_only_account,ID_01653,1
CA01170,Oracle,oci-46037,read_only_account,ID_01978,1
CA01171,DigitalOcean,do-14519,automation_account,ID_00261,3
CA01172,AWS,aws-10257,admin_account,ID_00963,4
CA01173,Azure,az-91037,service_account,ID_00654,4
CA01174,Oracle,oci-87516,human_user,ID_01520,3
CA01175,DigitalOcean,do-79086,read_only_account,ID_00629,1
CA01176,Oracle,oci-84444,read_only_account,ID_01458,2
CA01177,GCP,gcp-60734,service_account,ID_01640,3
CA01178,Oracle,oci-63699,human_user,ID_01801,1
CA01179,GCP,gcp-43229,automation_account,ID_00846,3
CA01180,DigitalOcean,do-81612,billing_account,ID_01179,4
CA01181,AWS,aws-34725,human_user,ID_01020,1
CA01182,Oracle,oci-37987,automation_account,ID_01294,4
CA01183,Oracle,oci-31279,automation_account,ID_01087,4
CA01184,AWS,aws-95564,human_user,ID_00354,1
CA01185,GCP,gcp-99472,billing_account,ID_00675,5
CA01186,Azure,az-30250,human_user,ID_00789,2
CA01187,GCP,gcp-30189,billing_account,ID_00002,5
CA01188,Oracle,oci-77228,read_only_account,ID_00784,2
CA01189,Azure,az-94919,admin_account,ID_01437,4
CA01190,GCP,gcp-79907,read_only_account,ID_00421,3
CA01191,Oracle,oci-19893,service_account,ID_00015,4
CA01192,Oracle,oci-40840,service_account,ID_01595,4
CA01193,Oracle,oci-90949,automation_account,ID_00808,4
CA01194,GCP,gcp-78590,billing_account,ID_01393,5
CA01195,AWS,aws-51240,admin_account,ID_00314,5
CA01196,AWS,aws-58393,billing_account,ID_01357,4
CA01197,Oracle,oci-77656,read_only_account,ID_00086,3
CA01198,Azure,az-27586,read_only_account,ID_00342,3
CA01199,GCP,gcp-29348,human_user,ID_00211,2
CA01200,DigitalOcean,do-26116,service_account,ID_00905,4
CA01201,GCP,gcp-17358,read_only_account,ID_00310,2
CA01202,GCP,gcp-64868,billing_account,ID_00268,5
CA01203,DigitalOcean,do-18866,read_only_account,ID_00987,2
CA01204,Oracle,oci-17506,read_only_account,ID_00654,2
CA01205,AWS,aws-46738,admin_account,ID_00292,5
CA01206,AWS,aws-69331,automation_account,ID_01342,4
CA01207,DigitalOcean,do-63081,automation_account,ID_01626,4
CA01208,DigitalOcean,do-52585,human_user,ID_00422,2
CA01209,Azure,az-65298,billing_account,ID_00688,5
CA01210,DigitalOcean,do-92793,service_account,ID_01211,4
CA01211,AWS,aws-25501,human_user,ID_01006,2
CA01212,AWS,aws-22820,admin_account,ID_00442,5
CA01213,Azure,az-62376,admin_account,ID_01348,5
CA01214,DigitalOcean,do-89238,human_user,ID_01444,2
CA01215,DigitalOcean,do-77676,service_account,ID_01743,4
CA01216,DigitalOcean,do-66675,automation_account,ID_01050,3
CA01217,AWS,aws-49322,read_only_account,ID_00723,3
CA01218,AWS,aws-55879,admin_account,ID_01644,5
CA01219,AWS,aws-98902,service_account,ID_00226,3
CA01220,Oracle,oci-41595,admin_account,ID_00557,5
CA01221,AWS,aws-48305,service_account,ID_00592,3
CA01222,Oracle,oci-13101,admin_account,ID_01563,4
CA01223,Oracle,oci-84113,human_user,ID_01939,3
CA01224,GCP,gcp-50771,read_only_account,ID_01639,2
CA01225,AWS,aws-91045,service_account,ID_00294,4
CA01226,DigitalOcean,do-28140,admin_account,ID_00011,4
CA01227,GCP,gcp-90804,automation_account,ID_01201,3
CA01228,DigitalOcean,do-59904,admin_account,ID_00859,5
CA01229,Oracle,oci-50189,admin_account,ID_01524,5
CA01230,DigitalOcean,do-24338,service_account,ID_00485,3
CA01231,DigitalOcean,do-25692,admin_account,ID_01999,5
CA01232,Oracle,oci-31581,billing_account,ID_00152,5
CA01233,GCP,gcp-99988,read_only_account,ID_01116,3
CA01234,Azure,az-55466,human_user,ID_01236,2
CA01235,GCP,gcp-77775,service_account,ID_01179,4
CA01236,Azure,az-45828,billing_account,ID_01043,4
CA01237,AWS,aws-61888,admin_account,ID_00889,5
CA01238,Oracle,oci-22980,service_account,ID_00440,3
CA01239,Oracle,oci-55783,automation_account,ID_01056,3
CA01240,DigitalOcean,do-63968,read_only_account,ID_01559,3
CA01241,AWS,aws-30968,read_only_account,ID_00552,1
CA01242,Azure,az-96775,human_user,ID_00370,2
CA01243,Oracle,oci-82467,billing_account,ID_00464,4
CA01244,GCP,gcp-89593,read_only_account,ID_01976,2
CA01245,Oracle,oci-91952,billing_account,ID_01059,4
CA01246,DigitalOcean,do-38397,service_account,ID_00483,3
CA01247,Azure,az-86828,service_account,ID_00986,3
CA01248,Oracle,oci-95113,admin_account,ID_01012,4
CA01249,Oracle,oci-54187,human_user,ID_01261,2
CA01250,Azure,az-76281,service_account,ID_01552,3
CA01251,AWS,aws-49028,billing_account,ID_01184,5
CA01252,AWS,aws-17702,billing_account,ID_01268,4
CA01253,Azure,az-75332,automation_account,ID_00065,4
CA01254,AWS,aws-35915,service_account,ID_00965,4
CA01255,Oracle,oci-18089,billing_account,ID_00615,4
CA01256,DigitalOcean,do-59817,admin_account,ID_00729,5
CA01257,GCP,gcp-65995,service_account,ID_00265,3
CA01258,DigitalOcean,do-27900,automation_account,ID_00102,4
CA01259,AWS,aws-14119,read_only_account,ID_01431,3
CA01260,Oracle,oci-11644,automation_account,ID_01775,4
CA01261,Azure,az-43231,read_only_account,ID_01236,2
CA01262,DigitalOcean,do-88922,billing_account,ID_01566,4
CA01263,DigitalOcean,do-26584,admin_account,ID_01051,5
CA01264,DigitalOcean,do-38929,read_only_account,ID_01311,2
CA01265,Azure,az-58125,billing_account,ID_00583,5
CA01266,Oracle,oci-21227,read_only_account,ID_01973,2
CA01267,AWS,aws-53775,service_account,ID_00872,4
CA01268,Azure,az-23625,read_only_account,ID_00480,3
CA01269,Oracle,oci-68240,service_account,ID_00626,4
CA01270,DigitalOcean,do-14638,human_user,ID_01035,1
CA01271,AWS,aws-13778,service_account,ID_00332,3
CA01272,AWS,aws-13222,automation_account,ID_01726,4
CA01273,Oracle,oci-14190,automation_account,ID_00258,3
CA01274,GCP,gcp-47335,service_account,ID_01680,4
CA01275,Azure,az-70680,automation_account,ID_00421,3
CA01276,Azure,az-51179,admin_account,ID_00473,4
CA01277,AWS,aws-16780,human_user,ID_01586,3
CA01278,Azure,az-50281,read_only_account,ID_01096,1
CA01279,GCP,gcp-11432,read_only_account,ID_00055,3
CA01280,Azure,az-98249,human_user,ID_01069,3
CA01281,GCP,gcp-95122,billing_account,ID_00647,4
CA01282,Oracle,oci-78480,automation_account,ID_00877,4
CA01283,AWS,aws-65284,admin_account,ID_01278,4
CA01284,Azure,az-36498,automation_account,ID_00922,3
CA01285,Oracle,oci-45008,read_only_account,ID_01085,1
CA01286,DigitalOcean,do-65204,read_only_account,ID_01886,1
CA01287,Oracle,oci-53237,automation_account,ID_00191,3
CA01288,AWS,aws-29232,service_account,ID_00872,4
CA01289,GCP,gcp-80710,billing_account,ID_01365,5
CA01290,AWS,aws-98974,human_user,ID_00191,1
CA01291,Azure,az-26069,service_account,ID_01489,4
CA01292,Azure,az-16965,human_user,ID_00730,1
CA01293,DigitalOcean,do-39150,admin_account,ID_00406,5
CA01294,Oracle,oci-21913,human_user,ID_01092,2
CA01295,AWS,aws-31077,read_only_account,ID_00866,1
CA01296,AWS,aws-87615,read_only_account,ID_00261,1
CA01297,DigitalOcean,do-78369,service_account,ID_01306,4
CA01298,Azure,az-92521,billing_account,ID_00110,5
CA01299,AWS,aws-15169,service_account,ID_01528,3
CA01300,AWS,aws-44035,admin_account,ID_00766,5
CA01301,Oracle,oci-82639,automation_account,ID_00903,4
CA01302,DigitalOcean,do-75765,read_only_account,ID_00045,1
CA01303,AWS,aws-20813,service_account,ID_01677,4
CA01304,Oracle,oci-70236,billing_account,ID_01474,5
CA01305,Azure,az-90015,service_account,ID_00811,3
CA01306,DigitalOcean,do-76762,automation_account,ID_01581,4
CA01307,Oracle,oci-59158,billing_account,ID_01787,5
CA01308,GCP,gcp-16777,admin_account,ID_00468,4
CA01309,GCP,gcp-26683,automation_account,ID_00374,3
CA01310,Azure,az-80796,automation_account,ID_00983,4
CA01311,GCP,gcp-53581,human_user,ID_00237,2
CA01312,Azure,az-14087,automation_account,ID_00637,4
CA01313,Oracle,oci-37436,automation_account,ID_01878,3
CA01314,DigitalOcean,do-66920,read_only_account,ID_01810,2
CA01315,AWS,aws-87421,automation_account,ID_00610,4
CA01316,AWS,aws-75636,service_account,ID_01028,4
CA01317,DigitalOcean,do-25729,service_account,ID_00107,3
CA01318,DigitalOcean,do-32581,read_only_account,ID_01708,2
CA01319,GCP,gcp-64357,human_user,ID_01847,3
CA01320,GCP,gcp-82917,service_account,ID_00928,4
CA01321,Azure,az-98581,read_only_account,ID_00933,1
CA01322,GCP,gcp-36094,admin_account,ID_01534,5
CA01323,Azure,az-60700,service_account,ID_00432,4
CA01324,AWS,aws-87021,billing_account,ID_00736,4
CA01325,GCP,gcp-38457,service_account,ID_01774,4
CA01326,AWS,aws-56637,admin_account,ID_01984,4
CA01327,Oracle,oci-69687,service_account,ID_00315,3
CA01328,DigitalOcean,do-52647,admin_account,ID_00932,5
CA01329,DigitalOcean,do-43682,billing_account,ID_00392,5
CA01330,AWS,aws-79423,admin_account,ID_01361,5
CA01331,GCP,gcp-77984,read_only_account,ID_00772,2
CA01332,Azure,az-13323,read_only_account,ID_00400,2
CA01333,GCP,gcp-25075,service_account,ID_00461,4
CA01334,GCP,gcp-31140,automation_account,ID_00690,4
CA01335,AWS,aws-20553,service_account,ID_00946,3
CA01336,AWS,aws-18891,billing_account,ID_00323,5
CA01337,Azure,az-54233,service_account,ID_00423,3
CA01338,GCP,gcp-96063,read_only_account,ID_00791,1
CA01339,AWS,aws-53967,human_user,ID_01166,2
CA01340,DigitalOcean,do-29666,billing_account,ID_00170,4
CA01341,GCP,gcp-73426,service_account,ID_01047,4
CA01342,Oracle,oci-99960,human_user,ID_01458,3
CA01343,DigitalOcean,do-55796,admin_account,ID_01602,4
CA01344,Azure,az-80943,admin_account,ID_00819,4
CA01345,GCP,gcp-42433,human_user,ID_00561,1
CA01346,Oracle,oci-49616,billing_account,ID_00890,5
CA01347,Oracle,oci-54633,admin_account,ID_00588,4
CA01348,AWS,aws-37268,human_user,ID_01010,3
CA01349,DigitalOcean,do-35096,service_account,ID_01898,4
CA01350,Azure,az-10573,service_account,ID_01182,4
CA01351,DigitalOcean,do-29904,admin_account,ID_00234,4
CA01352,GCP,gcp-95412,human_user,ID_00177,2
CA01353,Azure,az-12086,read_only_account,ID_01472,1
CA01354,GCP,gcp-13288,human_user,ID_00971,3
CA01355,GCP,gcp-87194,human_user,ID_00232,2
CA01356,Azure,az-98983,read_only_account,ID_01269,3
CA01357,Oracle,oci-81991,admin_account,ID_01460,4
CA01358,GCP,gcp-11360,service_account,ID_00592,4
CA01359,Oracle,oci-64466,human_user,ID_01434,3
CA01360,Azure,az-65717,admin_account,ID_01127,4
CA01361,Azure,az-62052,service_account,ID_01115,4
CA01362,DigitalOcean,do-69769,billing_account,ID_00093,5
CA01363,Oracle,oci-19301,human_user,ID_01620,1
CA01364,DigitalOcean,do-78758,admin_account,ID_00135,4
CA01365,AWS,aws-21184,human_user,ID_00667,1
CA01366,Oracle,oci-71859,automation_account,ID_00044,4
CA01367,Oracle,oci-64188,automation_account,ID_01460,3
CA01368,GCP,gcp-48698,service_account,ID_00135,4
CA01369,Oracle,oci-36344,billing_account,ID_01126,4
CA01370,GCP,gcp-69003,billing_account,ID_01233,5
CA01371,Azure,az-77634,read_only_account,ID_01681,2
CA01372,GCP,gcp-34596,service_account,ID_00714,4
CA01373,Oracle,oci-66705,billing_account,ID_01946,5
CA01374,GCP,gcp-23359,read_only_account,ID_00540,2
CA01375,GCP,gcp-78932,read_only_account,ID_01849,2
CA01376,AWS,aws-34021,service_account,ID_00273,3
CA01377,AWS,aws-41191,admin_account,ID_00836,4
CA01378,Oracle,oci-56058,automation_account,ID_00716,4
CA01379,Azure,az-36948,admin_account,ID_01409,4
CA01380,Oracle,oci-11517,admin_account,ID_00186,4
CA01381,GCP,gcp-15211,automation_account,ID_01892,4
CA01382,GCP,gcp-32543,human_user,ID_01019,3
CA01383,GCP,gcp-52944,admin_account,ID_01925,4
CA01384,Azure,az-32760,admin_account,ID_01305,5
CA01385,AWS,aws-35990,service_account,ID_00605,3
CA01386,AWS,aws-34845,human_user,ID_00401,1
CA01387,DigitalOcean,do-71408,human_user,ID_01208,3
CA01388,DigitalOcean,do-23819,billing_account,ID_00522,5
CA01389,Azure,az-69290,billing_account,ID_01217,4
CA01390,GCP,gcp-52656,read_only_account,ID_00251,3
CA01391,Azure,az-87488,admin_account,ID_01899,5
CA01392,GCP,gcp-13777,service_account,ID_00514,4
CA01393,AWS,aws-70250,service_account,ID_00764,3
CA01394,GCP,gcp-51729,automation_account,ID_01626,4
CA01395,Azure,az-43764,service_account,ID_00430,3
CA01396,DigitalOcean,do-42119,service_account,ID_01844,4
CA01397,GCP,gcp-27497,automation_account,ID_00032,3
CA01398,DigitalOcean,do-44994,billing_account,ID_00035,5
CA01399,Oracle,oci-53797,read_only_account,ID_00295,3
CA01400,GCP,gcp-71361,read_only_account,ID_01503,1
CA01401,Azure,az-25397,human_user,ID_01392,2
CA01402,Oracle,oci-16111,human_user,ID_00338,3
CA01403,Oracle,oci-11977,billing_account,ID_00095,4
CA01404,Azure,az-49764,read_only_account,ID_00389,2
CA01405,AWS,aws-27949,billing_account,ID_01864,4
CA01406,Azure,az-42039,billing_account,ID_00060,4
CA01407,Oracle,oci-69038,billing_account,ID_01441,5
CA01408,DigitalOcean,do-82773,read_only_account,ID_00009,3
CA01409,AWS,aws-84402,service_account,ID_01608,3
CA01410,DigitalOcean,do-82410,read_only_account,ID_00451,1
CA01411,GCP,gcp-99191,human_user,ID_00722,2
CA01412,Azure,az-41771,billing_account,ID_01903,4
CA01413,DigitalOcean,do-39155,automation_account,ID_01188,4
CA01414,GCP,gcp-82576,billing_account,ID_00390,5
CA01415,DigitalOcean,do-27336,admin_account,ID_00025,4
CA01416,AWS,aws-48689,read_only_account,ID_00284,2
CA01417,GCP,gcp-87180,human_user,ID_00573,1
CA01418,AWS,aws-44557,billing_account,ID_01794,5
CA01419,DigitalOcean,do-54396,admin_account,ID_00057,4
CA01420,DigitalOcean,do-86052,automation_account,ID_01565,3
CA01421,Azure,az-31312,billing_account,ID_00654,5
CA01422,AWS,aws-65728,service_account,ID_01821,4
CA01423,DigitalOcean,do-43741,service_account,ID_01195,4
CA01424,AWS,aws-18062,human_user,ID_00229,3
CA01425,GCP,gcp-14237,admin_account,ID_01433,5
CA01426,DigitalOcean,do-80541,admin_account,ID_00797,5
CA01427,Azure,az-83949,service_account,ID_00471,4
CA01428,DigitalOcean,do-39272,service_account,ID_00905,3
CA01429,DigitalOcean,do-65909,automation_account,ID_01808,3
CA01430,GCP,gcp-74197,read_only_account,ID_01923,1
CA01431,DigitalOcean,do-99329,admin_account,ID_00314,5
CA01432,Oracle,oci-98389,billing_account,ID_01162,5
CA01433,AWS,aws-84798,automation_account,ID_00450,3
CA01434,AWS,aws-25291,admin_account,ID_01477,4
CA01435,GCP,gcp-84056,service_account,ID_00338,4
CA01436,AWS,aws-15753,read_only_account,ID_01884,3
CA01437,AWS,aws-41066,admin_account,ID_01491,4
CA01438,GCP,gcp-93347,automation_account,ID_00981,3
CA01439,Azure,az-40088,admin_account,ID_01352,4
CA01440,AWS,aws-57910,admin_account,ID_01962,4
CA01441,Oracle,oci-48638,billing_account,ID_00189,4
CA01442,AWS,aws-16325,admin_account,ID_01964,4
CA01443,DigitalOcean,do-51289,billing_account,ID_01668,5
CA01444,Azure,az-70247,automation_account,ID_01422,4
CA01445,Oracle,oci-97470,billing_account,ID_00821,4
CA01446,GCP,gcp-40989,admin_account,ID_01370,5
CA01447,Oracle,oci-53916,service_account,ID_00901,3
CA01448,GCP,gcp-64951,automation_account,ID_00046,4
CA01449,Azure,az-88015,billing_account,ID_00719,4
CA01450,AWS,aws-96494,human_user,ID_00531,1
CA01451,DigitalOcean,do-79444,read_only_account,ID_00823,1
CA01452,Azure,az-54721,automation_account,ID_00084,4
CA01453,GCP,gcp-20293,admin_account,ID_00236,4
CA01454,Azure,az-93302,automation_account,ID_01340,4
CA01455,Azure,az-98581,read_only_account,ID_01730,1
CA01456,Azure,az-57979,service_account,ID_01985,3
CA01457,DigitalOcean,do-85658,read_only_account,ID_01027,3
CA01458,Oracle,oci-12756,service_account,ID_00373,3
CA01459,GCP,gcp-19565,read_only_account,ID_00578,2
