node_id,type,zone,vlan,criticality,has_edr,is_exposed_to_internet,os_family,role,monitoring_level,policy_violation,is_hard_target,is_misconfigured_asset,is_bridge_asset
N00683,router,USER_LAN,122,3,True,False,Embedded,backup,low,False,False,False,False
N00684,iot,USER_LAN,123,4,True,False,ESXi,idp,medium,False,False,False,False
N00685,router,USER_LAN,124,4,True,False,CiscoIOS,web,none,False,False,False,False
N00686,router,USER_LAN,125,3,True,False,ESXi,web,low,False,False,False,False
N00687,plc,USER_LAN,126,2,True,False,Windows,hmi,medium,False,False,False,False
N00688,plc,USER_LAN,127,4,False,False,Linux,database,medium,False,False,False,False
N00689,app,USER_LAN,128,4,True,False,Embedded,monitoring,none,False,False,False,False
N00690,fw,USER_LAN,129,3,True,False,CiscoIOS,jump_host,low,False,False,False,False
N00691,iot,USER_LAN,120,4,True,False,Linux,monitoring,low,False,False,False,False
N00692,cloud_resource,USER_LAN,121,3,True,False,Unknown,monitoring,low,False,False,False,False
N00693,proxy,USER_LAN,122,2,True,False,Embedded,idp,none,False,False,False,False
N00694,plc,USER_LAN,123,4,True,False,ESXi,backup,none,False,False,False,False
N00695,fw,USER_LAN,124,3,True,False,Embedded,web,none,False,False,False,False
N00696,cloud_resource,USER_LAN,125,1,True,False,Linux,email,none,False,False,False,True
N00697,app,USER_LAN,126,1,True,False,Linux,monitoring,high,False,False,False,False
N00698,app,USER_LAN,127,2,True,False,ESXi,jump_host,low,False,False,False,False
N00699,db,USER_LAN,128,4,True,True,ESXi,hmi,none,False,False,False,False
N00700,host,USER_LAN,129,2,True,False,Windows,backup,none,True,False,False,False
N00701,iot,USER_LAN,120,2,True,False,ESXi,monitoring,medium,False,False,False,False
N00702,app,USER_LAN,121,1,True,False,Linux,app,medium,False,False,False,False
N00703,svc_account,USER_LAN,122,1,True,False,Unknown,app,medium,False,False,False,False
N00704,iot,USER_LAN,123,3,True,False,Windows,backup,low,False,False,False,False
N00705,host,USER_LAN,124,1,True,False,ESXi,hmi,low,False,False,False,False
N00706,db,USER_LAN,125,1,True,False,CiscoIOS,email,low,False,False,True,False
N00707,plc,USER_LAN,126,2,True,False,Windows,backup,medium,False,False,False,False
N00708,db,USER_LAN,127,2,True,False,CiscoIOS,email,none,False,False,False,False
N00709,iot,USER_LAN,128,3,True,False,Linux,email,low,False,False,False,False
N00710,iot,USER_LAN,129,4,True,False,Embedded,monitoring,none,False,False,False,False
N00711,router,USER_LAN,120,1,False,False,Windows,monitoring,none,False,False,False,False
N00712,db,USER_LAN,121,4,True,False,ESXi,email,low,False,False,False,False
N00713,fw,USER_LAN,122,2,False,False,Unknown,idp,low,False,False,False,False
N00714,cloud_resource,USER_LAN,123,3,True,False,ESXi,database,high,False,False,False,False
N00715,proxy,USER_LAN,124,3,True,False,ESXi,app,low,False,False,True,False
N00716,svc_account,USER_LAN,125,1,True,True,Embedded,idp,medium,False,False,False,False
N00717,router,USER_LAN,126,2,True,False,Unknown,email,none,False,False,True,False
N00718,router,USER_LAN,127,4,True,False,Unknown,hmi,low,False,False,False,False
N00719,proxy,USER_LAN,128,1,False,False,Embedded,app,none,False,False,False,False
N00720,router,USER_LAN,129,3,True,True,Windows,email,medium,False,False,False,False
N00721,proxy,USER_LAN,120,2,False,True,CiscoIOS,app,high,False,False,False,False
N00722,router,USER_LAN,121,1,True,False,Embedded,idp,low,False,False,False,False
N00723,host,USER_LAN,122,4,True,False,Unknown,backup,low,False,False,False,True
N00724,proxy,USER_LAN,123,4,True,False,Unknown,app,low,False,False,False,False
N00725,proxy,USER_LAN,124,1,True,True,ESXi,monitoring,high,False,False,False,False
N00726,host,USER_LAN,125,1,True,False,CiscoIOS,app,medium,False,False,False,False
N00727,cloud_resource,USER_LAN,126,1,False,False,ESXi,domain_controller,low,False,False,False,False
N00728,cloud_resource,USER_LAN,127,2,False,False,Embedded,email,low,False,False,False,False
N00729,svc_account,USER_LAN,128,4,True,False,ESXi,hmi,high,False,False,False,False
N00730,host,USER_LAN,129,5,True,False,ESXi,app,medium,False,True,False,False
N00731,fw,USER_LAN,120,3,True,False,Unknown,email,medium,False,False,True,False
N00732,svc_account,USER_LAN,121,2,True,False,Windows,domain_controller,none,False,False,False,False
N00733,db,USER_LAN,122,1,False,False,Windows,hmi,high,False,False,False,False
N00734,fw,USER_LAN,123,4,True,False,Windows,backup,high,False,False,False,False
N00735,app,USER_LAN,124,3,True,False,Linux,hmi,low,False,False,False,False
N00736,cloud_resource,USER_LAN,125,1,True,False,CiscoIOS,app,low,False,False,False,False
N00737,router,USER_LAN,126,4,True,False,Linux,web,none,False,False,False,False
N00738,svc_account,USER_LAN,127,4,True,False,Unknown,email,medium,True,False,False,False
N00739,db,USER_LAN,128,2,True,False,Embedded,monitoring,high,False,False,False,False
N00740,iot,USER_LAN,129,1,True,False,Embedded,database,high,False,False,False,False
N00741,svc_account,USER_LAN,120,2,True,False,ESXi,jump_host,low,False,False,False,False
N00742,db,USER_LAN,121,4,True,False,Embedded,domain_controller,medium,False,False,False,False
N00743,svc_account,USER_LAN,122,1,False,False,Embedded,database,low,False,False,False,False
N00744,cloud_resource,USER_LAN,123,1,True,False,Embedded,app,low,False,False,False,False
N00745,db,USER_LAN,124,3,True,False,CiscoIOS,hmi,low,True,False,False,False
N00746,proxy,USER_LAN,125,2,False,False,Windows,hmi,low,False,False,False,False
N00747,router,USER_LAN,126,3,True,False,Embedded,domain_controller,low,False,False,False,False
N00748,app,USER_LAN,127,3,True,False,Unknown,idp,medium,False,False,False,False
N00749,fw,USER_LAN,128,1,True,False,ESXi,backup,none,False,False,False,False
N00750,plc,USER_LAN,129,2,True,False,CiscoIOS,backup,high,False,False,False,False
N00751,proxy,SERVER_LAN,130,4,True,False,Unknown,jump_host,low,False,False,False,False
N00752,svc_account,SERVER_LAN,131,3,True,False,Unknown,idp,none,False,False,False,False
N00753,host,SERVER_LAN,132,1,True,False,ESXi,web,medium,False,False,False,False
N00754,db,SERVER_LAN,133,1,True,False,ESXi,email,medium,False,False,False,False
N00755,cloud_resource,SERVER_LAN,134,2,True,False,Unknown,email,medium,False,False,False,False
N00756,router,SERVER_LAN,135,3,True,False,Unknown,database,low,False,False,False,False
N00757,plc,SERVER_LAN,136,3,True,False,Unknown,monitoring,low,False,False,False,False
N00758,iot,SERVER_LAN,137,3,True,False,Unknown,hmi,none,False,False,False,False
N00759,iot,SERVER_LAN,138,2,True,False,ESXi,monitoring,medium,False,False,False,False
N00760,fw,SERVER_LAN,139,2,True,False,Embedded,idp,low,False,False,False,False
N00761,iot,SERVER_LAN,130,2,True,False,Embedded,domain_controller,low,False,False,False,False
N00762,db,SERVER_LAN,131,1,True,False,Unknown,backup,low,False,False,True,False
N00763,proxy,SERVER_LAN,132,4,True,False,Unknown,monitoring,low,False,False,False,False
N00764,app,SERVER_LAN,133,2,True,False,Windows,jump_host,high,False,False,False,False
N00765,svc_account,SERVER_LAN,134,4,True,False,Linux,backup,low,False,False,False,False
N00766,host,SERVER_LAN,135,1,True,False,Embedded,backup,low,False,False,False,False
N00767,host,SERVER_LAN,136,3,True,False,CiscoIOS,idp,low,False,False,False,False
N00768,svc_account,SERVER_LAN,137,1,True,False,Linux,monitoring,low,False,False,False,False
N00769,svc_account,SERVER_LAN,138,4,False,False,Unknown,idp,low,False,False,False,False
N00770,proxy,SERVER_LAN,139,2,True,False,CiscoIOS,web,low,False,False,False,False
N00771,plc,SERVER_LAN,130,4,False,False,Embedded,email,low,False,False,False,False
N00772,svc_account,SERVER_LAN,131,3,True,False,Windows,web,medium,False,False,False,False
N00773,host,SERVER_LAN,132,2,True,False,Linux,email,medium,False,False,False,False
N00774,db,SERVER_LAN,133,4,False,False,ESXi,email,low,False,False,False,False
N00775,cloud_resource,SERVER_LAN,134,3,True,False,Unknown,idp,high,False,False,False,False
N00776,proxy,SERVER_LAN,135,1,True,False,Unknown,hmi,low,False,False,False,False
N00777,svc_account,SERVER_LAN,136,4,True,False,Unknown,domain_controller,low,False,False,False,False
N00778,app,SERVER_LAN,137,1,True,True,Unknown,web,none,False,False,False,False
N00779,plc,SERVER_LAN,138,1,True,False,Windows,hmi,low,False,False,False,True
N00780,proxy,SERVER_LAN,139,2,True,False,ESXi,jump_host,high,False,False,False,False
N00781,app,SERVER_LAN,130,1,True,False,Embedded,email,low,False,False,False,False
N00782,host,SERVER_LAN,131,1,True,False,CiscoIOS,database,medium,False,False,False,False
N00783,plc,SERVER_LAN,132,1,False,False,Unknown,web,low,False,False,False,False
N00784,plc,SERVER_LAN,133,1,False,False,Embedded,idp,medium,False,False,False,False
N00785,db,SERVER_LAN,134,3,True,False,CiscoIOS,email,medium,False,False,False,False
N00786,plc,SERVER_LAN,135,2,True,False,Windows,web,medium,False,False,False,False
N00787,fw,SERVER_LAN,136,4,True,False,CiscoIOS,idp,low,False,False,False,False
N00788,proxy,SERVER_LAN,137,4,True,False,Unknown,database,medium,False,False,False,False
N00789,router,SERVER_LAN,138,4,True,False,Linux,database,low,False,False,False,False
N00790,proxy,SERVER_LAN,139,5,True,False,CiscoIOS,domain_controller,high,False,True,True,False
N00791,svc_account,SERVER_LAN,130,3,True,False,ESXi,idp,low,False,False,False,False
N00792,svc_account,SERVER_LAN,131,4,True,False,Linux,database,medium,False,False,False,False
N00793,host,SERVER_LAN,132,3,False,False,Embedded,jump_host,medium,False,False,False,False
N00794,proxy,SERVER_LAN,133,2,True,False,Unknown,backup,low,False,False,False,False
N00795,svc_account,SERVER_LAN,134,1,True,False,Embedded,web,medium,False,False,False,False
N00796,db,SERVER_LAN,135,1,True,False,ESXi,domain_controller,low,False,False,False,False
N00797,iot,SERVER_LAN,136,1,False,True,Linux,backup,low,False,False,False,False
N00798,host,SERVER_LAN,137,2,False,False,Linux,backup,low,False,False,False,False
N00799,host,SERVER_LAN,138,2,True,False,Windows,domain_controller,low,False,False,False,False
N00800,fw,SERVER_LAN,139,2,True,False,ESXi,email,low,False,False,True,False
N00801,host,SERVER_LAN,130,3,False,False,Windows,idp,high,True,False,False,False
N00802,plc,SERVER_LAN,131,3,True,False,Windows,jump_host,medium,False,False,False,False
N00803,host,SERVER_LAN,132,4,True,False,Unknown,domain_controller,none,False,False,False,False
N00804,host,SERVER_LAN,133,2,False,False,ESXi,idp,none,False,False,False,False
N00805,host,SERVER_LAN,134,1,True,True,Linux,domain_controller,low,False,False,False,False
N00806,cloud_resource,SERVER_LAN,135,4,True,False,Embedded,hmi,low,False,False,False,False
N00807,db,SERVER_LAN,136,2,True,False,CiscoIOS,app,medium,False,False,False,False
N00808,iot,SERVER_LAN,137,1,True,False,ESXi,web,low,False,False,False,False
N00809,proxy,SERVER_LAN,138,1,False,False,Unknown,email,low,False,False,False,False
N00810,fw,SERVER_LAN,139,3,False,False,Embedded,domain_controller,high,False,False,False,False
N00811,app,SERVER_LAN,130,4,True,True,ESXi,domain_controller,none,False,False,False,False
N00812,router,SERVER_LAN,131,1,True,False,Windows,hmi,none,False,False,False,False
N00813,db,SERVER_LAN,132,2,False,False,Embedded,domain_controller,low,False,False,False,False
N00814,host,SERVER_LAN,133,1,True,False,Windows,hmi,low,False,False,False,False
N00815,proxy,SERVER_LAN,134,2,True,False,Embedded,domain_controller,low,False,False,False,False
N00816,proxy,SERVER_LAN,135,2,True,False,Linux,app,low,False,False,True,False
N00817,iot,SERVER_LAN,136,1,False,False,Unknown,backup,none,False,False,False,False
N00818,router,SERVER_LAN,137,1,False,False,Windows,monitoring,low,True,False,False,False
N00819,host,SERVER_LAN,138,1,False,False,ESXi,database,low,True,False,False,False
N00820,svc_account,SERVER_LAN,139,5,True,False,ESXi,idp,medium,False,True,False,False
N00821,iot,SERVER_LAN,130,3,True,False,Windows,app,none,False,False,False,False
N00822,iot,SERVER_LAN,131,1,True,False,ESXi,monitoring,low,False,False,False,False
N00823,host,SERVER_LAN,132,3,True,False,Windows,jump_host,none,False,False,False,False
N00824,router,SERVER_LAN,133,4,False,True,ESXi,hmi,low,False,False,False,False
N00825,cloud_resource,SERVER_LAN,134,2,False,False,Windows,email,medium,False,False,False,False
N00826,fw,SERVER_LAN,135,3,True,False,Linux,email,low,False,False,False,False
N00827,fw,SERVER_LAN,136,4,False,False,Unknown,domain_controller,none,False,False,False,False
N00828,proxy,SERVER_LAN,137,4,True,False,Linux,email,low,False,False,False,False
N00829,host,SERVER_LAN,138,1,True,False,Linux,idp,medium,False,False,False,False
N00830,proxy,SERVER_LAN,139,3,True,True,Windows,domain_controller,medium,False,False,True,False
N00831,host,SERVER_LAN,130,2,False,False,ESXi,monitoring,low,False,False,False,False
N00832,proxy,SERVER_LAN,131,1,False,False,Linux,jump_host,none,False,False,False,False
N00833,plc,SERVER_LAN,132,1,True,False,Unknown,app,low,False,False,False,False
N00834,svc_account,SERVER_LAN,133,1,True,False,Unknown,web,low,False,False,False,False
N00835,iot,SERVER_LAN,134,2,False,False,Unknown,email,low,False,False,False,False
N00836,db,SERVER_LAN,135,2,True,True,Windows,domain_controller,medium,False,False,False,False
N00837,iot,SERVER_LAN,136,1,True,False,CiscoIOS,email,low,False,False,False,False
N00838,proxy,SERVER_LAN,137,4,False,False,Windows,hmi,low,False,False,False,False
N00839,app,SERVER_LAN,138,1,True,False,Windows,backup,low,False,False,False,False
N00840,app,SERVER_LAN,139,2,True,False,Embedded,domain_controller,high,False,False,False,False
N00841,host,SERVER_LAN,130,4,True,False,Embedded,email,none,False,False,False,False
N00842,host,SERVER_LAN,131,4,True,False,ESXi,hmi,medium,False,False,False,False
N00843,iot,SERVER_LAN,132,4,False,False,Windows,idp,low,False,False,False,False
N00844,iot,SERVER_LAN,133,2,True,False,CiscoIOS,idp,low,False,False,False,False
N00845,plc,SERVER_LAN,134,2,False,False,Windows,monitoring,none,False,False,False,False
N00846,fw,SERVER_LAN,135,2,True,False,Windows,jump_host,low,False,False,False,False
N00847,iot,SERVER_LAN,136,3,False,True,Unknown,backup,low,False,False,False,False
N00848,proxy,SERVER_LAN,137,4,True,False,Unknown,domain_controller,low,False,False,False,False
N00849,proxy,SERVER_LAN,138,1,False,False,Unknown,database,low,False,False,False,False
N00850,plc,SERVER_LAN,139,1,True,False,Unknown,backup,none,False,False,True,False
N00851,host,SERVER_LAN,130,2,False,True,Embedded,idp,low,False,False,False,False
N00852,host,SERVER_LAN,131,3,True,False,CiscoIOS,app,medium,False,False,False,False
N00853,plc,SERVER_LAN,132,2,False,False,Embedded,hmi,none,False,False,False,False
N00854,cloud_resource,SERVER_LAN,133,4,True,False,Unknown,monitoring,low,False,False,False,False
N00855,cloud_resource,SERVER_LAN,134,3,True,False,Embedded,domain_controller,low,False,False,False,False
N00856,cloud_resource,SERVER_LAN,135,3,True,False,Windows,domain_controller,low,False,False,False,False
N00857,fw,SERVER_LAN,136,4,True,False,ESXi,backup,high,False,False,False,False
N00858,fw,SERVER_LAN,137,1,True,True,Unknown,app,low,False,False,False,False
N00859,svc_account,SERVER_LAN,138,4,True,False,ESXi,app,medium,False,False,False,False
N00860,proxy,SERVER_LAN,139,2,True,False,Linux,idp,low,False,False,False,False
N00861,svc_account,SERVER_LAN,130,3,True,False,ESXi,domain_controller,none,False,False,False,False
N00862,plc,SERVER_LAN,131,1,True,False,CiscoIOS,email,medium,False,False,False,False
N00863,db,SERVER_LAN,132,4,True,False,ESXi,backup,none,False,False,False,False
N00864,plc,SERVER_LAN,133,2,False,False,Windows,database,none,False,False,False,False
N00865,db,SERVER_LAN,134,5,True,False,ESXi,app,medium,False,True,False,False
N00866,router,SERVER_LAN,135,1,True,False,Embedded,idp,low,False,False,False,False
N00867,fw,SERVER_LAN,136,1,True,False,Embedded,monitoring,low,False,False,True,False
N00868,cloud_resource,SERVER_LAN,137,3,True,False,Unknown,app,none,False,False,False,False
N00869,host,SERVER_LAN,138,1,True,False,Linux,idp,low,False,False,False,False
N00870,cloud_resource,SERVER_LAN,139,4,True,False,Linux,domain_controller,none,False,False,False,False
N00871,fw,SERVER_LAN,130,1,True,False,Windows,idp,none,False,False,False,False
N00872,cloud_resource,SERVER_LAN,131,2,True,False,Unknown,app,low,False,False,False,False
N00873,router,SERVER_LAN,132,4,True,False,Linux,idp,low,False,False,False,False
N00874,app,SERVER_LAN,133,2,True,False,Embedded,idp,none,False,False,False,False
N00875,app,SERVER_LAN,134,1,True,False,Embedded,domain_controller,high,False,False,False,False
N00876,app,SERVER_LAN,135,3,True,False,Windows,hmi,low,False,False,False,False
N00877,cloud_resource,SERVER_LAN,136,3,True,False,Windows,web,low,False,False,False,False
N00878,plc,SERVER_LAN,137,2,True,False,Unknown,jump_host,low,False,False,False,False
N00879,fw,SERVER_LAN,138,1,False,False,ESXi,idp,low,True,False,False,False
N00880,svc_account,SERVER_LAN,139,4,True,False,Embedded,email,none,False,False,False,False
N00881,fw,SERVER_LAN,130,1,False,False,Unknown,backup,low,False,False,False,False
N00882,app,SERVER_LAN,131,2,True,True,Unknown,idp,low,False,False,False,False
N00883,fw,SERVER_LAN,132,1,True,False,Windows,app,low,False,False,False,False
N00884,iot,SERVER_LAN,133,1,False,False,ESXi,idp,none,False,False,False,False
N00885,cloud_resource,SERVER_LAN,134,1,True,True,Embedded,idp,medium,False,False,False,False
N00886,db,SERVER_LAN,135,4,True,False,Embedded,jump_host,high,False,False,False,False
N00887,svc_account,SERVER_LAN,136,2,True,False,Windows,email,medium,False,False,False,False
N00888,fw,SERVER_LAN,137,4,True,False,Windows,web,high,False,False,False,False
N00889,app,SERVER_LAN,138,4,True,False,Unknown,jump_host,medium,False,False,False,False
N00890,plc,SERVER_LAN,139,3,True,False,Unknown,app,low,False,False,False,False
N00891,app,SERVER_LAN,130,4,True,False,Embedded,idp,high,False,False,False,False
N00892,app,SERVER_LAN,131,4,True,False,CiscoIOS,app,none,True,False,False,False
N00893,db,SERVER_LAN,132,3,True,False,Linux,idp,low,False,False,False,False
N00894,router,SERVER_LAN,133,1,True,False,Unknown,app,low,False,False,False,True
N00895,fw,SERVER_LAN,134,1,True,False,CiscoIOS,hmi,high,False,False,False,False
N00896,cloud_resource,SERVER_LAN,135,4,True,False,Windows,web,none,False,False,False,False
N00897,plc,SERVER_LAN,136,1,False,False,CiscoIOS,backup,none,True,False,True,False
N00898,db,SERVER_LAN,137,4,True,False,ESXi,backup,low,False,False,False,False
N00899,router,SERVER_LAN,138,2,False,False,Linux,domain_controller,low,False,False,False,False
N00900,db,SERVER_LAN,139,4,True,False,Linux,backup,low,False,False,False,False
N00901,fw,SERVER_LAN,130,1,True,False,Embedded,idp,low,False,False,False,False
N00902,app,SERVER_LAN,131,1,True,False,Linux,web,none,False,False,False,False
N00903,host,SERVER_LAN,132,2,True,False,Linux,monitoring,low,False,False,False,False
N00904,fw,SERVER_LAN,133,1,True,True,Unknown,hmi,medium,False,False,False,False
N00905,proxy,SERVER_LAN,134,3,False,False,CiscoIOS,app,low,False,False,False,False
N00906,app,SERVER_LAN,135,2,True,False,ESXi,monitoring,high,False,False,False,False
N00907,svc_account,SERVER_LAN,136,4,True,False,CiscoIOS,domain_controller,high,False,False,False,False
N00908,proxy,SERVER_LAN,137,3,True,False,Linux,web,medium,False,False,False,True
N00909,plc,SERVER_LAN,138,2,True,False,ESXi,backup,medium,False,False,False,False
N00910,db,SERVER_LAN,139,4,True,False,Unknown,hmi,low,False,False,False,False
N00911,proxy,SERVER_LAN,130,4,False,False,ESXi,hmi,low,False,False,False,False
N00912,fw,SERVER_LAN,131,1,True,False,ESXi,backup,low,False,False,False,False
N00913,host,SERVER_LAN,132,2,True,False,ESXi,app,medium,False,False,True,False
N00914,svc_account,SERVER_LAN,133,3,True,False,Unknown,backup,medium,False,False,False,False
N00915,db,SERVER_LAN,134,3,True,False,ESXi,hmi,high,False,False,False,False
N00916,svc_account,SERVER_LAN,135,3,True,False,ESXi,app,low,False,False,False,False
N00917,plc,SERVER_LAN,136,3,True,False,Embedded,app,medium,False,False,False,False
N00918,router,SERVER_LAN,137,1,False,False,CiscoIOS,email,high,False,False,False,False
N00919,db,SERVER_LAN,138,4,True,False,Linux,monitoring,none,False,False,False,True
N00920,app,SERVER_LAN,139,4,True,False,Unknown,database,medium,False,False,False,False
N00921,plc,SERVER_LAN,130,2,True,False,Embedded,idp,low,False,False,False,False
N00922,cloud_resource,SERVER_LAN,131,4,False,False,Unknown,monitoring,medium,False,False,False,False
N00923,svc_account,SERVER_LAN,132,3,False,False,Unknown,monitoring,low,False,False,False,False
N00924,app,SERVER_LAN,133,2,True,False,Windows,web,low,False,False,False,False
N00925,host,SERVER_LAN,134,5,True,False,Unknown,email,medium,False,True,False,False
N00926,cloud_resource,SERVER_LAN,135,2,True,False,Unknown,web,medium,False,False,False,False
N00927,svc_account,SERVER_LAN,136,4,True,True,CiscoIOS,app,low,False,False,False,False
N00928,app,SERVER_LAN,137,4,True,False,Embedded,jump_host,low,False,False,False,False
N00929,proxy,SERVER_LAN,138,4,False,False,ESXi,monitoring,medium,False,False,False,False
N00930,host,SERVER_LAN,139,1,True,False,Embedded,app,high,False,False,False,False
N00931,svc_account,SERVER_LAN,130,1,True,False,Embedded,app,high,False,False,True,True
N00932,host,SERVER_LAN,131,4,True,False,Embedded,hmi,none,False,False,False,False
N00933,db,SERVER_LAN,132,1,True,False,Windows,app,low,False,False,False,False
N00934,host,SERVER_LAN,133,4,True,False,Unknown,hmi,medium,False,False,False,False
N00935,plc,SERVER_LAN,134,3,True,False,ESXi,idp,none,False,False,False,False
N00936,app,SERVER_LAN,135,2,True,False,CiscoIOS,backup,low,False,False,False,False
N00937,svc_account,SERVER_LAN,136,4,True,False,Unknown,monitoring,low,False,False,False,False
N00938,host,SERVER_LAN,137,3,True,False,Embedded,domain_controller,low,False,False,False,False
N00939,plc,SERVER_LAN,138,4,True,False,ESXi,database,low,False,False,False,False
N00940,app,SERVER_LAN,139,5,True,False,ESXi,backup,medium,False,True,False,False
N00941,iot,SERVER_LAN,130,3,True,False,Linux,hmi,none,False,False,False,False
N00942,fw,SERVER_LAN,131,1,False,False,Linux,email,high,False,False,False,False
N00943,db,SERVER_LAN,132,3,True,False,CiscoIOS,email,high,False,False,False,False
N00944,svc_account,SERVER_LAN,133,3,True,False,ESXi,jump_host,none,False,False,True,False
N00945,proxy,SERVER_LAN,134,4,True,False,Windows,email,low,False,False,False,False
N00946,router,SERVER_LAN,135,1,True,False,ESXi,hmi,low,False,False,False,False
N00947,proxy,SERVER_LAN,136,3,True,False,Embedded,idp,low,False,False,False,False
N00948,fw,SERVER_LAN,137,4,True,False,Linux,database,low,False,False,False,False
N00949,db,SERVER_LAN,138,2,True,False,ESXi,email,low,False,False,False,False
N00950,cloud_resource,SERVER_LAN,139,2,True,False,Embedded,backup,none,False,False,True,False
N00951,fw,SERVER_LAN,130,1,True,False,Unknown,database,low,False,False,False,False
N00952,router,SERVER_LAN,131,2,True,False,CiscoIOS,backup,low,False,False,False,False
N00953,router,SERVER_LAN,132,2,True,True,Windows,idp,low,False,False,False,False
N00954,db,SERVER_LAN,133,1,True,False,ESXi,database,low,False,False,False,False
N00955,db,SERVER_LAN,134,2,True,False,ESXi,hmi,low,False,False,False,False
N00956,fw,SERVER_LAN,135,1,True,False,CiscoIOS,backup,none,False,False,False,False
N00957,proxy,SERVER_LAN,136,4,True,False,Embedded,web,none,False,False,False,False
N00958,fw,SERVER_LAN,137,4,True,False,Unknown,database,low,False,False,False,False
N00959,cloud_resource,SERVER_LAN,138,1,False,False,Embedded,app,high,False,False,False,True
N00960,host,SERVER_LAN,139,3,False,False,Embedded,web,low,False,False,False,False
N00961,fw,SERVER_LAN,130,4,False,False,Unknown,jump_host,low,False,False,False,False
N00962,proxy,SERVER_LAN,131,1,True,False,Embedded,email,medium,False,False,False,False
N00963,iot,SERVER_LAN,132,1,True,False,ESXi,web,low,False,False,False,False
N00964,db,SERVER_LAN,133,1,True,False,Windows,hmi,medium,True,False,False,False
N00965,cloud_resource,SERVER_LAN,134,3,True,False,Linux,backup,low,False,False,False,False
N00966,app,SERVER_LAN,135,1,True,False,Embedded,backup,low,False,False,False,False
N00967,router,SERVER_LAN,136,3,True,False,Unknown,idp,low,False,False,False,False
N00968,proxy,SERVER_LAN,137,2,False,False,CiscoIOS,web,low,False,False,True,False
N00969,svc_account,SERVER_LAN,138,1,True,False,CiscoIOS,email,medium,False,False,False,False
N00970,app,SERVER_LAN,139,1,True,False,CiscoIOS,backup,low,False,False,False,False
N00971,db,SERVER_LAN,130,1,True,True,Linux,web,low,False,False,False,False
N00972,plc,SERVER_LAN,131,2,True,False,Linux,database,medium,False,False,False,False
N00973,proxy,SERVER_LAN,132,4,True,False,Embedded,domain_controller,low,False,False,False,False
N00974,cloud_resource,SERVER_LAN,133,1,False,False,Windows,jump_host,low,False,False,False,False
N00975,iot,SERVER_LAN,134,1,True,False,CiscoIOS,domain_controller,low,False,False,False,False
N00976,app,SERVER_LAN,135,5,True,False,Linux,app,high,False,True,False,False
N00977,fw,SERVER_LAN,136,1,True,False,Unknown,app,low,False,False,False,False
N00978,router,SERVER_LAN,137,3,False,False,ESXi,email,low,False,False,False,False
N00979,fw,SERVER_LAN,138,1,True,False,Linux,hmi,low,True,False,False,False
N00980,cloud_resource,SERVER_LAN,139,4,True,False,Windows,monitoring,low,False,False,False,False
N00981,plc,SERVER_LAN,130,4,True,False,Windows,hmi,low,False,False,False,False
N00982,iot,SERVER_LAN,131,2,True,False,ESXi,domain_controller,low,False,False,False,False
N00983,app,SERVER_LAN,132,4,True,False,CiscoIOS,domain_controller,low,False,False,False,False
N00984,app,SERVER_LAN,133,4,True,False,Unknown,backup,none,False,False,False,False
N00985,router,SERVER_LAN,134,4,False,False,Linux,app,low,False,False,False,False
N00986,fw,SERVER_LAN,135,3,True,False,CiscoIOS,hmi,medium,False,False,False,False
N00987,router,SERVER_LAN,136,3,False,False,Linux,idp,low,False,False,False,False
N00988,fw,SERVER_LAN,137,3,False,False,Windows,domain_controller,none,False,False,True,False
N00989,iot,SERVER_LAN,138,3,True,False,Unknown,email,low,True,False,False,False
N00990,iot,SERVER_LAN,139,3,True,False,ESXi,monitoring,low,False,False,False,False
N00991,app,SERVER_LAN,130,3,True,False,CiscoIOS,idp,low,False,False,False,False
N00992,plc,SERVER_LAN,131,1,False,True,Linux,monitoring,low,False,False,False,False
N00993,router,SERVER_LAN,132,4,True,True,Unknown,domain_controller,low,False,False,False,False
N00994,plc,SERVER_LAN,133,2,False,False,Linux,monitoring,medium,True,False,False,False
N00995,svc_account,SERVER_LAN,134,3,True,False,Linux,app,high,False,False,False,False
N00996,cloud_resource,SERVER_LAN,135,1,False,False,Linux,monitoring,low,False,False,False,False
N00997,plc,SERVER_LAN,136,2,True,False,Embedded,web,low,False,False,False,False
N00998,db,SERVER_LAN,137,4,True,False,Embedded,domain_controller,high,False,False,False,False
N00999,app,SERVER_LAN,138,1,True,False,Embedded,idp,medium,False,False,False,False
N01000,proxy,SERVER_LAN,139,1,True,False,ESXi,web,none,False,False,False,False
N01001,router,MGMT,140,3,False,False,Unknown,database,low,False,False,False,False
N01002,fw,MGMT,141,1,True,False,ESXi,idp,none,False,False,False,False
N01003,proxy,MGMT,142,3,True,False,Unknown,email,low,False,False,False,False
N01004,fw,MGMT,143,3,False,False,Unknown,monitoring,medium,False,False,False,False
N01005,fw,MGMT,144,1,True,False,CiscoIOS,app,low,False,False,False,False
N01006,iot,MGMT,145,4,True,False,Unknown,hmi,medium,False,False,False,False
N01007,plc,MGMT,146,1,True,False,Windows,backup,medium,False,False,False,False
N01008,router,MGMT,147,4,True,False,ESXi,database,medium,False,False,False,True
N01009,host,MGMT,148,2,True,False,Linux,backup,none,False,False,False,False
N01010,router,MGMT,149,3,True,False,CiscoIOS,domain_controller,none,False,False,False,False
