edge_id,src,dst,edge_class,cost,detection_prob,exploitability,power_gain,is_ground_truth_path_step
E_QUBO_21710,N01201,N01191,cloud,2.018,0.625,0.835,3,False
E_QUBO_21711,N01231,N01012,privilege,1.722,0.548,0.434,5,False
E_QUBO_21712,N01231,N01084,config,0.784,0.724,0.428,1,False
E_QUBO_21713,N01231,N01091,network,2.109,0.3,0.374,0,False
E_QUBO_21714,N01231,N01214,cloud,2.355,0.819,0.645,4,False
E_QUBO_21715,N01231,N01238,privilege,1.926,0.102,0.09,3,False
E_QUBO_21716,N01161,N01012,cloud,1.946,0.455,0.234,3,False
E_QUBO_21717,N01161,N01084,cloud,1.543,0.753,0.237,0,False
E_QUBO_21718,N01161,N01091,network,1.203,0.588,0.26,3,False
E_QUBO_21719,N01161,N01214,network,2.449,0.575,0.868,4,False
E_QUBO_21720,N01161,N01238,auth,1.02,0.733,0.332,3,False
E_QUBO_21721,N01191,N01012,network,2.205,0.272,0.357,0,False
E_QUBO_21722,N01191,N01084,privilege,0.626,0.077,0.84,8,False
E_QUBO_21723,N01191,N01091,auth,1.913,0.921,0.412,0,False
E_QUBO_21724,N01191,N01214,network,1.323,0.69,0.812,0,False
E_QUBO_21725,N01191,N01238,network,1.786,0.803,0.791,3,False
E_QUBO_21726,N01012,N01014,network,2.918,0.776,0.562,3,False
E_QUBO_21727,N01084,N01014,auth,0.8,0.41,0.566,4,False
E_QUBO_21728,N01091,N01014,privilege,1.448,0.617,0.349,3,False
E_QUBO_21729,N01214,N01014,config,1.153,0.375,0.705,4,False
E_QUBO_21730,N01238,N01014,config,2.847,0.708,0.35,3,False
E_QUBO_21731,N01017,N01060,auth,1.072,0.652,0.32,2,False
E_QUBO_21732,N01017,N01088,network,0.86,0.084,0.766,3,False
E_QUBO_21733,N01017,N01086,cloud,2.797,0.349,0.554,0,False
E_QUBO_21734,N01017,N01229,network,1.755,0.221,0.299,1,False
E_QUBO_21735,N01017,N01141,auth,0.717,0.258,0.826,1,False
E_QUBO_21736,N01060,N01142,privilege,2.635,0.184,0.424,7,False
E_QUBO_21737,N01060,N01201,cloud,1.433,0.557,0.514,2,False
E_QUBO_21738,N01088,N01142,cloud,1.605,0.248,0.398,0,False
E_QUBO_21739,N01088,N01201,network,0.764,0.783,0.555,2,False
E_QUBO_21740,N01086,N01142,cloud,2.974,0.838,0.9,4,False
E_QUBO_21741,N01086,N01201,cloud,2.811,0.299,0.341,3,False
E_QUBO_21742,N01229,N01142,cloud,1.33,0.493,0.459,2,False
E_QUBO_21743,N01229,N01201,cloud,0.831,0.698,0.855,4,False
E_QUBO_21744,N01141,N01142,config,1.365,0.72,0.467,4,False
E_QUBO_21745,N01141,N01201,privilege,0.695,0.735,0.73,10,False
E_QUBO_21746,N01142,N01231,network,2.431,0.206,0.772,3,False
E_QUBO_21747,N01142,N01161,auth,1.231,0.394,0.415,2,False
E_QUBO_21748,N01142,N01191,auth,2.643,0.773,0.107,3,False
E_QUBO_21749,N01201,N01231,auth,1.322,0.737,0.77,4,False
E_QUBO_21750,N01201,N01161,auth,2.657,0.575,0.532,4,False
E_QUBO_21751,N01201,N01191,auth,2.561,0.782,0.738,2,False
E_QUBO_21752,N01231,N01012,auth,0.856,0.211,0.499,3,False
E_QUBO_21753,N01231,N01084,config,2.267,0.176,0.235,1,False
E_QUBO_21754,N01231,N01091,privilege,0.866,0.59,0.149,7,False
E_QUBO_21755,N01231,N01214,auth,2.577,0.142,0.334,4,False
E_QUBO_21756,N01231,N01238,privilege,1.55,0.112,0.508,3,False
E_QUBO_21757,N01161,N01012,privilege,1.681,0.483,0.719,9,False
E_QUBO_21758,N01161,N01084,privilege,0.69,0.885,0.108,10,False
E_QUBO_21759,N01161,N01091,privilege,0.546,0.682,0.883,3,False
E_QUBO_21760,N01161,N01214,config,2.533,0.474,0.585,0,False
E_QUBO_21761,N01161,N01238,network,0.566,0.656,0.177,1,False
E_QUBO_21762,N01191,N01012,auth,1.126,0.879,0.362,0,False
E_QUBO_21763,N01191,N01084,network,2.107,0.39,0.407,0,False
E_QUBO_21764,N01191,N01091,network,2.809,0.729,0.488,2,False
E_QUBO_21765,N01191,N01214,privilege,1.269,0.621,0.647,10,False
E_QUBO_21766,N01191,N01238,auth,2.409,0.584,0.217,2,False
E_QUBO_21767,N01012,N01064,cloud,1.975,0.545,0.06,0,False
E_QUBO_21768,N01084,N01064,config,2.812,0.311,0.642,2,False
E_QUBO_21769,N01091,N01064,cloud,1.014,0.615,0.747,3,False
E_QUBO_21770,N01214,N01064,network,1.466,0.566,0.376,3,False
E_QUBO_21771,N01238,N01064,auth,1.83,0.926,0.232,2,False
E_QUBO_21772,N01017,N01060,cloud,1.019,0.707,0.756,2,False
E_QUBO_21773,N01017,N01088,config,2.505,0.335,0.712,1,False
E_QUBO_21774,N01017,N01086,cloud,2.711,0.711,0.059,0,False
E_QUBO_21775,N01017,N01229,network,0.671,0.922,0.475,1,False
E_QUBO_21776,N01017,N01141,privilege,2.301,0.572,0.769,6,False
E_QUBO_21777,N01060,N01142,privilege,1.4,0.876,0.586,8,False
E_QUBO_21778,N01060,N01201,network,0.954,0.074,0.233,1,False
E_QUBO_21779,N01088,N01142,config,2.181,0.912,0.44,2,False
E_QUBO_21780,N01088,N01201,config,1.612,0.086,0.313,0,False
E_QUBO_21781,N01086,N01142,auth,2.618,0.743,0.206,2,False
E_QUBO_21782,N01086,N01201,config,2.265,0.759,0.277,2,False
E_QUBO_21783,N01229,N01142,config,1.42,0.219,0.082,4,False
E_QUBO_21784,N01229,N01201,privilege,2.116,0.669,0.32,8,False
E_QUBO_21785,N01141,N01142,config,1.437,0.509,0.873,1,False
E_QUBO_21786,N01141,N01201,network,0.512,0.729,0.632,3,False
E_QUBO_21787,N01142,N01231,cloud,2.361,0.805,0.841,3,False
E_QUBO_21788,N01142,N01161,network,0.882,0.811,0.309,3,False
E_QUBO_21789,N01142,N01191,network,2.868,0.274,0.22,2,False
E_QUBO_21790,N01201,N01231,network,1.209,0.886,0.667,0,False
E_QUBO_21791,N01201,N01161,auth,1.697,0.122,0.31,1,False
E_QUBO_21792,N01201,N01191,config,1.131,0.185,0.479,4,False
E_QUBO_21793,N01231,N01012,cloud,2.436,0.778,0.529,3,False
E_QUBO_21794,N01231,N01084,auth,2.866,0.678,0.337,1,False
E_QUBO_21795,N01231,N01091,privilege,0.9,0.485,0.44,5,False
E_QUBO_21796,N01231,N01214,config,0.859,0.273,0.157,2,False
E_QUBO_21797,N01231,N01238,auth,1.833,0.936,0.266,2,False
E_QUBO_21798,N01161,N01012,privilege,0.914,0.52,0.805,4,False
E_QUBO_21799,N01161,N01084,cloud,0.944,0.626,0.471,1,False
E_QUBO_21800,N01161,N01091,config,2.032,0.894,0.865,4,False
E_QUBO_21801,N01161,N01214,config,2.489,0.573,0.051,1,False
E_QUBO_21802,N01161,N01238,auth,0.947,0.673,0.655,0,False
E_QUBO_21803,N01191,N01012,config,2.398,0.558,0.465,4,False
E_QUBO_21804,N01191,N01084,config,2.974,0.085,0.866,3,False
E_QUBO_21805,N01191,N01091,auth,2.366,0.058,0.664,2,False
E_QUBO_21806,N01191,N01214,auth,1.586,0.197,0.299,2,False
E_QUBO_21807,N01191,N01238,network,0.799,0.079,0.836,1,False
E_QUBO_21808,N01012,N01129,auth,1.794,0.352,0.715,4,False
E_QUBO_21809,N01084,N01129,network,2.348,0.8,0.68,1,False
E_QUBO_21810,N01091,N01129,config,1.416,0.863,0.408,0,False
E_QUBO_21811,N01214,N01129,cloud,2.001,0.814,0.603,3,False
E_QUBO_21812,N01238,N01129,cloud,1.642,0.565,0.641,1,False
E_QUBO_21813,N01017,N01060,cloud,2.624,0.357,0.214,0,False
E_QUBO_21814,N01017,N01088,config,0.803,0.279,0.677,4,False
E_QUBO_21815,N01017,N01086,auth,0.66,0.538,0.898,1,False
E_QUBO_21816,N01017,N01229,network,1.891,0.664,0.359,4,False
E_QUBO_21817,N01017,N01141,config,2.332,0.135,0.806,4,False
E_QUBO_21818,N01060,N01142,auth,0.748,0.896,0.214,3,False
E_QUBO_21819,N01060,N01201,network,2.074,0.499,0.187,4,False
E_QUBO_21820,N01088,N01142,network,1.952,0.594,0.409,3,False
E_QUBO_21821,N01088,N01201,auth,1.003,0.598,0.733,3,False
E_QUBO_21822,N01086,N01142,cloud,0.839,0.724,0.205,2,False
E_QUBO_21823,N01086,N01201,config,1.086,0.577,0.672,0,False
E_QUBO_21824,N01229,N01142,privilege,1.268,0.613,0.171,5,False
E_QUBO_21825,N01229,N01201,cloud,2.005,0.296,0.219,0,True
E_QUBO_21826,N01141,N01142,cloud,1.77,0.497,0.433,3,False
E_QUBO_21827,N01141,N01201,privilege,1.962,0.582,0.106,7,False
E_QUBO_21828,N01142,N01231,auth,0.661,0.761,0.677,2,False
E_QUBO_21829,N01142,N01161,privilege,2.746,0.373,0.78,2,False
E_QUBO_21830,N01142,N01191,privilege,1.458,0.556,0.878,6,False
E_QUBO_21831,N01201,N01231,network,1.169,0.278,0.643,1,False
E_QUBO_21832,N01201,N01161,network,2.603,0.821,0.588,4,False
E_QUBO_21833,N01201,N01191,privilege,0.588,0.234,0.849,7,False
E_QUBO_21834,N01231,N01012,privilege,1.379,0.124,0.401,7,False
E_QUBO_21835,N01231,N01084,auth,1.337,0.921,0.348,3,False
E_QUBO_21836,N01231,N01091,cloud,0.893,0.822,0.483,2,False
E_QUBO_21837,N01231,N01214,config,2.334,0.283,0.52,4,False
E_QUBO_21838,N01231,N01238,config,0.659,0.2,0.09,2,False
E_QUBO_21839,N01161,N01012,privilege,0.81,0.757,0.676,2,False
E_QUBO_21840,N01161,N01084,cloud,2.534,0.363,0.694,2,False
E_QUBO_21841,N01161,N01091,config,2.515,0.483,0.838,1,False
E_QUBO_21842,N01161,N01214,config,0.669,0.131,0.603,3,False
E_QUBO_21843,N01161,N01238,network,0.983,0.212,0.153,0,False
E_QUBO_21844,N01191,N01012,auth,2.776,0.693,0.286,0,False
E_QUBO_21845,N01191,N01084,network,2.186,0.661,0.201,0,False
E_QUBO_21846,N01191,N01091,cloud,1.43,0.1,0.069,3,False
E_QUBO_21847,N01191,N01214,cloud,0.528,0.925,0.556,3,False
E_QUBO_21848,N01191,N01238,cloud,1.721,0.66,0.474,2,False
E_QUBO_21849,N01012,N01169,config,2.574,0.571,0.637,2,False
E_QUBO_21850,N01084,N01169,privilege,2.222,0.391,0.063,3,False
E_QUBO_21851,N01091,N01169,network,1.858,0.469,0.292,1,False
E_QUBO_21852,N01214,N01169,auth,1.614,0.523,0.775,1,False
E_QUBO_21853,N01238,N01169,cloud,2.124,0.103,0.837,4,False
E_QUBO_21854,N01017,N01060,auth,1.775,0.331,0.472,0,False
E_QUBO_21855,N01017,N01088,cloud,1.144,0.66,0.817,1,False
E_QUBO_21856,N01017,N01086,cloud,1.926,0.454,0.415,1,False
E_QUBO_21857,N01017,N01229,auth,1.474,0.742,0.165,1,False
E_QUBO_21858,N01017,N01141,cloud,1.725,0.265,0.428,4,False
E_QUBO_21859,N01060,N01142,network,0.919,0.429,0.178,3,False
E_QUBO_21860,N01060,N01201,network,0.612,0.338,0.372,2,False
E_QUBO_21861,N01088,N01142,privilege,1.379,0.092,0.104,7,False
E_QUBO_21862,N01088,N01201,cloud,1.869,0.765,0.735,2,False
E_QUBO_21863,N01086,N01142,config,2.701,0.116,0.08,1,False
E_QUBO_21864,N01086,N01201,network,2.231,0.539,0.524,3,False
E_QUBO_21865,N01229,N01142,config,1.967,0.78,0.127,2,False
E_QUBO_21866,N01229,N01201,auth,2.545,0.43,0.313,4,False
E_QUBO_21867,N01141,N01142,network,0.532,0.364,0.736,0,False
E_QUBO_21868,N01141,N01201,privilege,2.507,0.358,0.102,9,False
E_QUBO_21869,N01142,N01231,privilege,1.336,0.789,0.791,9,False
E_QUBO_21870,N01142,N01161,config,1.195,0.874,0.357,3,False
E_QUBO_21871,N01142,N01191,config,0.955,0.366,0.493,1,False
E_QUBO_21872,N01201,N01231,auth,1.231,0.069,0.093,3,False
E_QUBO_21873,N01201,N01161,privilege,2.592,0.797,0.302,10,False
E_QUBO_21874,N01201,N01191,cloud,2.487,0.758,0.155,2,False
E_QUBO_21875,N01231,N01012,auth,1.901,0.271,0.303,2,False
E_QUBO_21876,N01231,N01084,cloud,2.937,0.431,0.56,0,False
E_QUBO_21877,N01231,N01091,auth,2.851,0.752,0.603,3,False
E_QUBO_21878,N01231,N01214,privilege,1.63,0.302,0.739,7,False
E_QUBO_21879,N01231,N01238,config,2.739,0.618,0.219,1,False
E_QUBO_21880,N01161,N01012,cloud,1.976,0.813,0.783,2,False
E_QUBO_21881,N01161,N01084,config,1.226,0.841,0.4,1,False
E_QUBO_21882,N01161,N01091,config,1.181,0.361,0.768,1,False
E_QUBO_21883,N01161,N01214,network,1.183,0.454,0.612,0,False
E_QUBO_21884,N01161,N01238,config,1.103,0.561,0.189,2,False
E_QUBO_21885,N01191,N01012,network,2.296,0.272,0.392,0,False
E_QUBO_21886,N01191,N01084,auth,2.001,0.543,0.379,2,False
E_QUBO_21887,N01191,N01091,cloud,1.682,0.342,0.895,0,False
E_QUBO_21888,N01191,N01214,auth,1.204,0.655,0.581,2,False
E_QUBO_21889,N01191,N01238,network,1.888,0.685,0.726,2,False
E_QUBO_21890,N01012,N01180,cloud,2.101,0.701,0.703,0,False
E_QUBO_21891,N01084,N01180,network,0.877,0.439,0.167,0,False
E_QUBO_21892,N01091,N01180,privilege,1.844,0.525,0.18,2,False
E_QUBO_21893,N01214,N01180,cloud,2.829,0.589,0.094,0,False
E_QUBO_21894,N01238,N01180,auth,0.732,0.364,0.139,3,False
E_QUBO_21895,N01017,N01060,privilege,0.852,0.264,0.296,8,False
E_QUBO_21896,N01017,N01088,auth,1.889,0.304,0.88,2,False
E_QUBO_21897,N01017,N01086,network,1.296,0.201,0.192,0,False
E_QUBO_21898,N01017,N01229,cloud,2.095,0.291,0.637,2,False
E_QUBO_21899,N01017,N01141,privilege,1.969,0.062,0.318,10,False
E_QUBO_21900,N01060,N01142,network,1.437,0.399,0.42,3,False
E_QUBO_21901,N01060,N01201,config,2.749,0.185,0.38,0,False
E_QUBO_21902,N01088,N01142,auth,2.297,0.712,0.168,3,False
E_QUBO_21903,N01088,N01201,cloud,2.112,0.907,0.796,0,False
E_QUBO_21904,N01086,N01142,network,0.664,0.155,0.167,0,False
E_QUBO_21905,N01086,N01201,auth,0.588,0.232,0.507,3,False
E_QUBO_21906,N01229,N01142,auth,1.718,0.098,0.824,2,False
E_QUBO_21907,N01229,N01201,privilege,1.978,0.211,0.662,3,False
E_QUBO_21908,N01141,N01142,network,0.523,0.464,0.854,4,False
E_QUBO_21909,N01141,N01201,network,0.851,0.352,0.564,3,False
E_QUBO_21910,N01142,N01231,network,0.781,0.48,0.106,3,False
E_QUBO_21911,N01142,N01161,network,1.287,0.482,0.162,4,False
E_QUBO_21912,N01142,N01191,auth,1.682,0.139,0.672,2,False
E_QUBO_21913,N01201,N01231,config,0.92,0.53,0.497,0,False
E_QUBO_21914,N01201,N01161,privilege,2.534,0.131,0.115,9,False
E_QUBO_21915,N01201,N01191,network,2.193,0.501,0.582,2,False
E_QUBO_21916,N01231,N01012,privilege,1.901,0.552,0.555,3,False
E_QUBO_21917,N01231,N01084,config,0.615,0.754,0.82,2,False
E_QUBO_21918,N01231,N01091,config,1.857,0.184,0.638,2,False
E_QUBO_21919,N01231,N01214,cloud,2.964,0.795,0.649,4,False
E_QUBO_21920,N01231,N01238,privilege,1.073,0.299,0.683,7,False
E_QUBO_21921,N01161,N01012,config,0.968,0.949,0.169,0,False
E_QUBO_21922,N01161,N01084,cloud,2.482,0.829,0.267,3,False
E_QUBO_21923,N01161,N01091,cloud,1.675,0.102,0.255,2,False
E_QUBO_21924,N01161,N01214,cloud,2.384,0.611,0.799,0,False
E_QUBO_21925,N01161,N01238,config,2.558,0.458,0.252,2,False
E_QUBO_21926,N01191,N01012,network,0.944,0.11,0.871,2,False
E_QUBO_21927,N01191,N01084,cloud,1.381,0.704,0.273,0,False
E_QUBO_21928,N01191,N01091,auth,2.518,0.121,0.528,3,False
E_QUBO_21929,N01191,N01214,cloud,1.395,0.177,0.329,1,False
E_QUBO_21930,N01191,N01238,config,2.183,0.816,0.747,1,False
E_QUBO_21931,N01012,N01202,cloud,1.099,0.077,0.736,0,False
E_QUBO_21932,N01084,N01202,cloud,1.455,0.186,0.186,1,False
E_QUBO_21933,N01091,N01202,cloud,2.543,0.443,0.059,3,False
E_QUBO_21934,N01214,N01202,config,1.699,0.543,0.738,1,False
E_QUBO_21935,N01238,N01202,config,1.584,0.484,0.782,3,False
E_QUBO_21936,N01018,N01060,network,1.973,0.311,0.579,3,False
E_QUBO_21937,N01018,N01088,network,2.961,0.604,0.865,0,False
E_QUBO_21938,N01018,N01086,privilege,2.17,0.67,0.796,7,False
E_QUBO_21939,N01018,N01229,cloud,1.967,0.126,0.653,4,False
E_QUBO_21940,N01018,N01141,auth,2.12,0.661,0.331,2,False
E_QUBO_21941,N01060,N01142,network,2.355,0.518,0.323,2,False
E_QUBO_21942,N01060,N01201,privilege,1.039,0.207,0.862,7,False
E_QUBO_21943,N01088,N01142,config,1.399,0.813,0.653,0,False
E_QUBO_21944,N01088,N01201,auth,0.86,0.923,0.452,3,False
E_QUBO_21945,N01086,N01142,privilege,1.761,0.336,0.476,6,False
E_QUBO_21946,N01086,N01201,cloud,1.511,0.731,0.758,2,False
E_QUBO_21947,N01229,N01142,privilege,0.835,0.799,0.282,7,False
E_QUBO_21948,N01229,N01201,privilege,0.661,0.799,0.698,6,False
E_QUBO_21949,N01141,N01142,cloud,2.928,0.522,0.657,1,False
E_QUBO_21950,N01141,N01201,privilege,1.092,0.136,0.825,5,False
E_QUBO_21951,N01142,N01231,privilege,2.164,0.492,0.674,8,False
E_QUBO_21952,N01142,N01161,auth,1.412,0.707,0.374,4,False
E_QUBO_21953,N01142,N01191,cloud,2.428,0.926,0.828,4,False
E_QUBO_21954,N01201,N01231,privilege,2.144,0.934,0.425,5,False
E_QUBO_21955,N01201,N01161,auth,0.988,0.303,0.629,1,False
E_QUBO_21956,N01201,N01191,privilege,1.913,0.598,0.381,6,False
E_QUBO_21957,N01231,N01012,auth,2.396,0.108,0.074,2,False
E_QUBO_21958,N01231,N01084,cloud,1.091,0.26,0.451,1,False
E_QUBO_21959,N01231,N01091,config,2.607,0.256,0.471,4,False
E_QUBO_21960,N01231,N01214,privilege,2.77,0.904,0.435,2,False
E_QUBO_21961,N01231,N01238,cloud,1.707,0.949,0.078,3,False
E_QUBO_21962,N01161,N01012,network,2.147,0.558,0.324,1,False
E_QUBO_21963,N01161,N01084,privilege,0.568,0.179,0.676,8,False
E_QUBO_21964,N01161,N01091,network,2.575,0.576,0.077,3,False
E_QUBO_21965,N01161,N01214,config,1.337,0.891,0.631,1,False
E_QUBO_21966,N01161,N01238,privilege,1.547,0.454,0.471,2,False
E_QUBO_21967,N01191,N01012,auth,1.573,0.758,0.562,3,False
E_QUBO_21968,N01191,N01084,network,2.788,0.395,0.666,2,False
E_QUBO_21969,N01191,N01091,cloud,2.83,0.868,0.731,0,False
E_QUBO_21970,N01191,N01214,privilege,1.205,0.602,0.229,8,False
E_QUBO_21971,N01191,N01238,cloud,1.998,0.789,0.64,2,False
E_QUBO_21972,N01012,N01014,cloud,0.596,0.328,0.411,3,False
E_QUBO_21973,N01084,N01014,privilege,2.434,0.137,0.126,4,False
E_QUBO_21974,N01091,N01014,privilege,0.98,0.132,0.241,10,False
E_QUBO_21975,N01214,N01014,auth,1.561,0.536,0.362,4,False
E_QUBO_21976,N01238,N01014,cloud,0.561,0.541,0.242,1,False
E_QUBO_21977,N01018,N01060,privilege,1.89,0.117,0.381,9,False
E_QUBO_21978,N01018,N01088,network,1.395,0.388,0.264,0,False
E_QUBO_21979,N01018,N01086,cloud,2.302,0.599,0.239,3,False
E_QUBO_21980,N01018,N01229,network,2.991,0.765,0.558,2,False
E_QUBO_21981,N01018,N01141,privilege,0.856,0.074,0.495,8,False
E_QUBO_21982,N01060,N01142,auth,1.899,0.62,0.059,0,False
E_QUBO_21983,N01060,N01201,privilege,1.788,0.232,0.136,5,False
E_QUBO_21984,N01088,N01142,privilege,0.806,0.363,0.459,10,False
E_QUBO_21985,N01088,N01201,config,1.93,0.776,0.588,3,False
E_QUBO_21986,N01086,N01142,auth,1.79,0.176,0.57,4,False
E_QUBO_21987,N01086,N01201,auth,2.501,0.393,0.53,2,False
E_QUBO_21988,N01229,N01142,auth,0.969,0.82,0.329,2,False
E_QUBO_21989,N01229,N01201,network,1.938,0.817,0.49,3,False
E_QUBO_21990,N01141,N01142,network,1.744,0.622,0.613,4,False
E_QUBO_21991,N01141,N01201,auth,2.643,0.816,0.452,1,False
E_QUBO_21992,N01142,N01231,auth,1.747,0.689,0.64,4,False
E_QUBO_21993,N01142,N01161,cloud,2.51,0.19,0.357,2,False
E_QUBO_21994,N01142,N01191,config,1.049,0.928,0.695,4,False
E_QUBO_21995,N01201,N01231,network,1.921,0.276,0.694,2,False
E_QUBO_21996,N01201,N01161,cloud,2.407,0.832,0.238,4,False
E_QUBO_21997,N01201,N01191,privilege,0.753,0.228,0.61,10,False
E_QUBO_21998,N01231,N01012,network,2.631,0.105,0.729,3,False
E_QUBO_21999,N01231,N01084,network,0.903,0.378,0.791,2,False
E_QUBO_22000,N01231,N01091,cloud,1.791,0.246,0.47,2,False
E_QUBO_22001,N01231,N01214,config,1.339,0.054,0.477,2,False
E_QUBO_22002,N01231,N01238,privilege,1.514,0.74,0.221,3,False
E_QUBO_22003,N01161,N01012,privilege,0.642,0.217,0.172,3,False
E_QUBO_22004,N01161,N01084,privilege,0.956,0.799,0.682,3,False
E_QUBO_22005,N01161,N01091,auth,2.946,0.122,0.59,3,False
E_QUBO_22006,N01161,N01214,privilege,2.98,0.082,0.891,6,False
E_QUBO_22007,N01161,N01238,cloud,1.009,0.432,0.36,0,False
E_QUBO_22008,N01191,N01012,config,0.908,0.258,0.307,1,False
E_QUBO_22009,N01191,N01084,cloud,2.139,0.42,0.668,4,False
E_QUBO_22010,N01191,N01091,auth,1.788,0.177,0.291,3,False
E_QUBO_22011,N01191,N01214,privilege,2.511,0.838,0.86,7,False
E_QUBO_22012,N01191,N01238,cloud,0.768,0.331,0.391,4,False
E_QUBO_22013,N01012,N01064,privilege,2.944,0.681,0.866,7,False
E_QUBO_22014,N01084,N01064,cloud,2.147,0.414,0.271,4,False
E_QUBO_22015,N01091,N01064,network,1.352,0.733,0.741,3,False
E_QUBO_22016,N01214,N01064,privilege,0.905,0.809,0.056,2,False
E_QUBO_22017,N01238,N01064,cloud,1.753,0.837,0.493,4,False
E_QUBO_22018,N01018,N01060,cloud,0.745,0.643,0.866,0,False
E_QUBO_22019,N01018,N01088,network,1.802,0.249,0.628,2,False
E_QUBO_22020,N01018,N01086,config,2.288,0.695,0.608,4,False
E_QUBO_22021,N01018,N01229,cloud,1.496,0.838,0.2,2,False
E_QUBO_22022,N01018,N01141,auth,0.628,0.692,0.846,4,False
E_QUBO_22023,N01060,N01142,auth,1.624,0.397,0.448,1,False
E_QUBO_22024,N01060,N01201,network,1.407,0.498,0.514,2,False
E_QUBO_22025,N01088,N01142,auth,2.712,0.71,0.144,4,False
E_QUBO_22026,N01088,N01201,privilege,2.396,0.484,0.682,3,False
E_QUBO_22027,N01086,N01142,network,2.556,0.361,0.574,3,False
E_QUBO_22028,N01086,N01201,auth,2.798,0.098,0.886,4,False
E_QUBO_22029,N01229,N01142,config,0.619,0.943,0.761,3,False
E_QUBO_22030,N01229,N01201,privilege,1.959,0.207,0.305,5,False
E_QUBO_22031,N01141,N01142,network,1.081,0.302,0.74,2,False
E_QUBO_22032,N01141,N01201,privilege,0.521,0.531,0.399,4,False
E_QUBO_22033,N01142,N01231,network,2.453,0.626,0.756,3,False
E_QUBO_22034,N01142,N01161,network,2.16,0.153,0.364,0,False
E_QUBO_22035,N01142,N01191,network,2.309,0.06,0.78,0,False
E_QUBO_22036,N01201,N01231,privilege,1.474,0.091,0.459,6,False
E_QUBO_22037,N01201,N01161,network,0.509,0.174,0.734,2,False
E_QUBO_22038,N01201,N01191,config,1.466,0.376,0.73,2,False
E_QUBO_22039,N01231,N01012,network,2.04,0.457,0.267,1,False
E_QUBO_22040,N01231,N01084,cloud,2.782,0.612,0.892,1,False
E_QUBO_22041,N01231,N01091,privilege,2.69,0.677,0.061,2,False
E_QUBO_22042,N01231,N01214,cloud,2.43,0.465,0.699,3,False
E_QUBO_22043,N01231,N01238,auth,1.236,0.135,0.365,0,False
E_QUBO_22044,N01161,N01012,config,2.744,0.441,0.173,1,False
E_QUBO_22045,N01161,N01084,privilege,1.664,0.734,0.677,3,False
E_QUBO_22046,N01161,N01091,network,2.615,0.534,0.794,2,False
E_QUBO_22047,N01161,N01214,network,2.039,0.199,0.423,1,False
E_QUBO_22048,N01161,N01238,cloud,0.71,0.812,0.813,2,False
E_QUBO_22049,N01191,N01012,cloud,1.575,0.521,0.739,0,False
E_QUBO_22050,N01191,N01084,privilege,2.644,0.647,0.452,6,False
E_QUBO_22051,N01191,N01091,privilege,1.66,0.842,0.383,8,False
E_QUBO_22052,N01191,N01214,privilege,0.537,0.512,0.391,4,False
E_QUBO_22053,N01191,N01238,auth,0.519,0.485,0.402,1,False
E_QUBO_22054,N01012,N01129,privilege,0.679,0.125,0.389,8,False
E_QUBO_22055,N01084,N01129,config,2.313,0.378,0.161,0,False
E_QUBO_22056,N01091,N01129,cloud,0.612,0.693,0.1,1,False
E_QUBO_22057,N01214,N01129,privilege,1.709,0.697,0.072,3,False
E_QUBO_22058,N01238,N01129,network,2.982,0.719,0.27,1,False
E_QUBO_22059,N01018,N01060,network,1.945,0.081,0.613,3,False
E_QUBO_22060,N01018,N01088,network,1.809,0.347,0.297,1,False
E_QUBO_22061,N01018,N01086,network,2.886,0.751,0.86,3,False
E_QUBO_22062,N01018,N01229,privilege,1.483,0.508,0.181,3,False
E_QUBO_22063,N01018,N01141,auth,1.436,0.811,0.166,2,False
E_QUBO_22064,N01060,N01142,network,1.584,0.606,0.413,1,False
E_QUBO_22065,N01060,N01201,auth,1.542,0.125,0.269,4,False
E_QUBO_22066,N01088,N01142,auth,1.652,0.771,0.181,4,False
E_QUBO_22067,N01088,N01201,network,1.456,0.06,0.685,1,True
E_QUBO_22068,N01086,N01142,privilege,2.66,0.743,0.709,9,False
E_QUBO_22069,N01086,N01201,config,2.321,0.204,0.352,4,False
E_QUBO_22070,N01229,N01142,privilege,1.217,0.653,0.494,7,False
E_QUBO_22071,N01229,N01201,network,1.198,0.355,0.494,3,False
E_QUBO_22072,N01141,N01142,auth,2.017,0.114,0.768,4,False
E_QUBO_22073,N01141,N01201,auth,2.766,0.298,0.24,4,False
E_QUBO_22074,N01142,N01231,auth,0.584,0.415,0.458,1,False
E_QUBO_22075,N01142,N01161,privilege,2.603,0.926,0.138,8,False
E_QUBO_22076,N01142,N01191,auth,2.575,0.592,0.215,4,False
E_QUBO_22077,N01201,N01231,network,1.051,0.203,0.855,0,False
E_QUBO_22078,N01201,N01161,config,2.697,0.888,0.503,0,True
E_QUBO_22079,N01201,N01191,config,0.504,0.137,0.463,0,False
E_QUBO_22080,N01231,N01012,auth,1.397,0.717,0.442,3,False
E_QUBO_22081,N01231,N01084,network,0.602,0.067,0.599,1,False
E_QUBO_22082,N01231,N01091,cloud,1.662,0.114,0.877,0,False
E_QUBO_22083,N01231,N01214,privilege,2.559,0.053,0.196,4,False
E_QUBO_22084,N01231,N01238,privilege,2.779,0.333,0.687,5,False
E_QUBO_22085,N01161,N01012,privilege,2.283,0.541,0.246,10,False
