identity_id,node_id,auth_type,auth_strength,login_from_zones,typical,use_mfa
ID_01957,N00359,oauth,medium,"EXTERNAL,PARTNER_VPN,USER_LAN",yes,False
ID_00132,N00781,password,low,PARTNER_VPN,yes,False
ID_01935,N00838,oauth,medium,DMZ,yes,False
ID_00323,N00121,kerberos,high,USER_LAN,yes,False
ID_01871,N01138,kerberos,medium,"DMZ,CLOUD",yes,False
ID_01812,N00856,password,low,"DMZ,CLOUD,USER_LAN",no,False
ID_01098,N00062,kerberos,medium,SERVER_LAN,yes,False
ID_00403,N00645,oauth,medium,"CLOUD,PARTNER_VPN,MGMT",yes,False
ID_01489,N01431,kerberos,medium,"PARTNER_VPN,SERVER_LAN",no,False
ID_00768,N00124,kerberos,medium,"DMZ,EXTERNAL,OT",yes,False
ID_01806,N00819,kerberos,medium,"DMZ,SERVER_LAN,EXTERNAL",yes,False
ID_00140,N01180,oauth,high,"EXTERNAL,OT",yes,False
ID_00830,N00118,password,low,PARTNER_VPN,yes,False
ID_01855,N00727,kerberos,high,"USER_LAN,MGMT",yes,False
ID_00701,N00122,password,low,PARTNER_VPN,yes,False
ID_01086,N00008,password,medium,OT,yes,True
ID_01566,N00041,password,low,USER_LAN,no,False
ID_00086,N01832,kerberos,medium,"DMZ,PARTNER_VPN,SERVER_LAN",yes,False
ID_01344,N00607,oauth,high,PARTNER_VPN,yes,True
ID_01326,N01772,api_key,low,EXTERNAL,yes,True
ID_01578,N00487,kerberos,high,MGMT,yes,False
ID_01822,N01579,oauth,high,"DMZ,CLOUD,SERVER_LAN",no,True
ID_01618,N01513,kerberos,high,"DMZ,OT",yes,True
ID_01430,N00152,kerberos,high,"CLOUD,USER_LAN,EXTERNAL",no,False
ID_01409,N01950,password,medium,"DMZ,PARTNER_VPN,MGMT",yes,False
ID_00608,N00518,kerberos,high,"PARTNER_VPN,OT,SERVER_LAN",yes,False
ID_01515,N01819,password,low,"EXTERNAL,DMZ",yes,False
ID_01731,N01092,password,medium,"SERVER_LAN,PARTNER_VPN,OT",yes,False
ID_01588,N00815,oauth,medium,MGMT,yes,False
ID_01820,N01675,kerberos,medium,"PARTNER_VPN,USER_LAN,CLOUD",yes,False
ID_01278,N00952,oauth,medium,"PARTNER_VPN,EXTERNAL,DMZ",yes,False
ID_01165,N01274,password,medium,EXTERNAL,yes,True
ID_01482,N00908,password,low,"DMZ,MGMT,EXTERNAL",yes,False
ID_00390,N01857,oauth,medium,"USER_LAN,PARTNER_VPN,OT",yes,True
ID_01544,N00243,password,medium,MGMT,yes,True
ID_00438,N00694,kerberos,high,OT,yes,False
ID_00770,N00651,kerberos,high,USER_LAN,no,True
ID_01634,N00947,kerberos,high,"MGMT,USER_LAN",no,False
ID_00683,N00008,kerberos,high,"MGMT,OT",yes,False
ID_01242,N00500,oauth,medium,"EXTERNAL,OT,DMZ",no,False
ID_01955,N01850,oauth,high,PARTNER_VPN,no,True
ID_01733,N01515,kerberos,medium,OT,no,True
ID_01929,N00947,password,low,"EXTERNAL,OT,MGMT",yes,False
ID_00183,N00588,kerberos,high,"DMZ,OT,MGMT",yes,False
ID_01868,N00107,password,low,"DMZ,SERVER_LAN",yes,False
ID_00773,N00263,kerberos,medium,CLOUD,no,False
ID_00678,N01710,oauth,high,"SERVER_LAN,DMZ,CLOUD",yes,False
ID_00165,N01959,kerberos,high,PARTNER_VPN,no,False
ID_01551,N01994,password,medium,"OT,DMZ,SERVER_LAN",yes,False
ID_00095,N01701,oauth,high,"MGMT,USER_LAN",yes,False
ID_01380,N00264,saml,high,"PARTNER_VPN,CLOUD",yes,False
ID_01802,N01444,kerberos,high,"DMZ,CLOUD,SERVER_LAN",yes,False
ID_01317,N00890,oauth,medium,"DMZ,CLOUD,USER_LAN",yes,False
ID_00059,N00666,oauth,medium,EXTERNAL,no,False
ID_00204,N01399,saml,high,"MGMT,SERVER_LAN",no,True
ID_01138,N01755,oauth,high,"EXTERNAL,OT,DMZ",yes,True
ID_00343,N01556,password,low,"OT,PARTNER_VPN",no,False
ID_01599,N00207,oauth,high,CLOUD,yes,False
ID_01398,N00699,kerberos,medium,"MGMT,OT",yes,False
ID_00172,N01411,password,medium,EXTERNAL,no,False
ID_00782,N00743,oauth,high,"CLOUD,SERVER_LAN,OT",yes,False
ID_00680,N00427,password,medium,"USER_LAN,OT",yes,True
ID_01750,N01363,password,low,"OT,MGMT,CLOUD",yes,False
ID_00125,N00239,oauth,high,EXTERNAL,yes,False
ID_01461,N01605,password,low,PARTNER_VPN,no,True
ID_01717,N01561,kerberos,high,MGMT,yes,True
ID_00987,N00778,kerberos,high,CLOUD,yes,False
ID_01625,N01491,oauth,high,"MGMT,DMZ,PARTNER_VPN",yes,False
ID_01873,N00790,api_key,medium,CLOUD,yes,False
ID_00430,N00498,password,low,"OT,CLOUD",yes,False
ID_00089,N01320,oauth,high,"OT,CLOUD",yes,False
ID_01701,N01950,saml,high,"EXTERNAL,OT",yes,False
ID_01777,N00910,api_key,low,SERVER_LAN,yes,False
ID_00052,N00707,kerberos,medium,"EXTERNAL,CLOUD",yes,False
ID_00248,N01244,password,medium,"DMZ,PARTNER_VPN",yes,False
ID_00857,N00246,saml,high,PARTNER_VPN,yes,False
ID_00645,N00082,password,medium,SERVER_LAN,yes,True
ID_00342,N01201,password,medium,"MGMT,DMZ",yes,False
ID_01249,N00419,kerberos,medium,"CLOUD,PARTNER_VPN",no,False
ID_00510,N01214,saml,high,USER_LAN,yes,True
ID_00065,N00895,password,medium,"USER_LAN,SERVER_LAN",yes,False
ID_01025,N00470,saml,medium,DMZ,yes,False
ID_00779,N01512,password,low,"USER_LAN,DMZ",yes,False
ID_01137,N00809,kerberos,high,"CLOUD,SERVER_LAN",yes,False
ID_00906,N01454,saml,high,"DMZ,CLOUD,USER_LAN",yes,False
ID_01567,N01266,oauth,high,OT,yes,False
ID_01471,N00856,password,low,"OT,USER_LAN",yes,False
ID_00796,N00899,password,low,"OT,PARTNER_VPN",yes,False
ID_00378,N01384,saml,high,"DMZ,MGMT",yes,True
ID_01942,N01796,password,low,"EXTERNAL,PARTNER_VPN,DMZ",yes,False
ID_01031,N01220,saml,high,"SERVER_LAN,CLOUD",yes,False
ID_00836,N01796,oauth,high,"PARTNER_VPN,EXTERNAL",no,False
ID_01342,N00606,kerberos,medium,"OT,USER_LAN",yes,True
ID_01075,N01247,password,low,"SERVER_LAN,PARTNER_VPN,MGMT",no,False
ID_00998,N00757,password,low,"OT,CLOUD",yes,False
ID_00903,N01282,api_key,low,"CLOUD,OT",yes,True
ID_00467,N01996,kerberos,high,MGMT,yes,False
ID_00592,N00734,api_key,medium,EXTERNAL,yes,False
ID_01796,N00285,password,medium,"PARTNER_VPN,OT,DMZ",yes,False
ID_00069,N00773,password,low,"SERVER_LAN,EXTERNAL",yes,True
ID_01099,N00502,password,low,"SERVER_LAN,EXTERNAL,MGMT",yes,False
ID_00382,N00865,oauth,high,"OT,PARTNER_VPN,USER_LAN",no,False
ID_00108,N00550,password,low,PARTNER_VPN,yes,False
ID_01330,N01579,api_key,medium,"USER_LAN,PARTNER_VPN,OT",yes,True
ID_01901,N00696,api_key,low,"SERVER_LAN,MGMT,DMZ",yes,False
ID_01456,N00326,api_key,low,"CLOUD,OT,SERVER_LAN",yes,False
ID_00856,N00177,password,medium,"SERVER_LAN,PARTNER_VPN,EXTERNAL",no,True
ID_00491,N00329,password,low,MGMT,yes,False
ID_00749,N00643,oauth,high,"MGMT,DMZ",yes,False
ID_00414,N00094,oauth,medium,"USER_LAN,DMZ",yes,False
ID_00314,N01757,saml,high,"USER_LAN,DMZ",yes,False
ID_01077,N00005,kerberos,medium,"CLOUD,DMZ,MGMT",yes,False
ID_00111,N01034,password,low,EXTERNAL,yes,True
ID_00971,N01074,kerberos,medium,"SERVER_LAN,MGMT,USER_LAN",yes,False
ID_00745,N00142,kerberos,medium,"EXTERNAL,MGMT",yes,False
ID_00217,N00119,kerberos,high,EXTERNAL,yes,False
ID_01511,N00008,oauth,high,"SERVER_LAN,PARTNER_VPN,EXTERNAL",yes,False
ID_01807,N00779,password,medium,"SERVER_LAN,PARTNER_VPN",yes,True
ID_00419,N01915,api_key,low,"USER_LAN,MGMT,OT",yes,True
ID_00737,N01428,api_key,low,CLOUD,yes,False
ID_00905,N00823,password,medium,"MGMT,PARTNER_VPN,SERVER_LAN",yes,False
ID_01244,N00347,password,low,"CLOUD,MGMT",yes,False
ID_00202,N00962,kerberos,medium,"PARTNER_VPN,MGMT,CLOUD",yes,False
ID_00259,N01968,api_key,low,"PARTNER_VPN,OT,MGMT",yes,True
ID_00019,N00782,password,medium,"OT,SERVER_LAN",yes,False
ID_00830,N01713,api_key,low,DMZ,yes,True
ID_01016,N01727,oauth,high,MGMT,yes,False
ID_00286,N00106,password,low,EXTERNAL,yes,True
ID_01059,N01255,api_key,medium,"USER_LAN,MGMT",yes,False
ID_00526,N01228,saml,high,"USER_LAN,SERVER_LAN,DMZ",yes,False
ID_00241,N01279,password,low,"SERVER_LAN,USER_LAN,EXTERNAL",yes,False
ID_00871,N01325,kerberos,medium,"MGMT,DMZ",yes,False
ID_01495,N00244,oauth,high,"OT,USER_LAN",yes,False
ID_00559,N01031,password,medium,SERVER_LAN,yes,False
ID_00840,N01753,password,low,"SERVER_LAN,PARTNER_VPN",yes,False
ID_00136,N00037,password,low,"MGMT,EXTERNAL",no,False
ID_00373,N00782,kerberos,high,"USER_LAN,SERVER_LAN,MGMT",no,False
ID_01357,N01523,kerberos,medium,PARTNER_VPN,yes,False
ID_01154,N01453,oauth,medium,USER_LAN,yes,False
ID_01564,N00374,api_key,medium,"USER_LAN,OT,SERVER_LAN",yes,False
ID_01186,N00909,kerberos,medium,"CLOUD,PARTNER_VPN,OT",yes,True
ID_01406,N01131,oauth,medium,"OT,USER_LAN",yes,False
ID_01548,N01269,password,low,"SERVER_LAN,CLOUD,OT",no,False
ID_01656,N00805,password,low,CLOUD,no,True
ID_00832,N01872,password,medium,"DMZ,SERVER_LAN,CLOUD",yes,False
ID_01547,N00597,kerberos,high,EXTERNAL,yes,False
ID_01720,N00613,password,medium,"EXTERNAL,PARTNER_VPN",yes,False
ID_00051,N01662,password,low,"EXTERNAL,USER_LAN,SERVER_LAN",yes,True
ID_01585,N01415,api_key,low,"DMZ,USER_LAN,PARTNER_VPN",yes,True
ID_00600,N00381,api_key,low,EXTERNAL,yes,True
ID_01785,N01627,kerberos,medium,SERVER_LAN,yes,True
ID_01131,N01311,kerberos,medium,"MGMT,PARTNER_VPN,EXTERNAL",yes,False
ID_01592,N01879,password,medium,"PARTNER_VPN,OT",yes,False
ID_01648,N01659,password,low,"USER_LAN,MGMT",no,False
ID_00335,N00760,password,low,SERVER_LAN,yes,False
ID_00769,N00493,password,medium,"SERVER_LAN,OT",yes,False
ID_01331,N00785,kerberos,medium,"MGMT,DMZ",yes,False
ID_01952,N01656,password,low,OT,yes,True
ID_01202,N00593,password,low,EXTERNAL,no,True
ID_00859,N00884,password,low,"CLOUD,PARTNER_VPN,EXTERNAL",yes,False
ID_01512,N01346,oauth,medium,"USER_LAN,PARTNER_VPN",yes,False
ID_01610,N01211,kerberos,high,PARTNER_VPN,yes,False
ID_00763,N00766,kerberos,medium,"DMZ,EXTERNAL",yes,False
ID_01330,N01395,oauth,high,"MGMT,CLOUD",no,False
ID_00426,N00448,password,medium,SERVER_LAN,yes,True
ID_01024,N00741,password,low,PARTNER_VPN,no,False
ID_01130,N00671,password,medium,"OT,MGMT,USER_LAN",yes,True
ID_00619,N01237,saml,high,"MGMT,PARTNER_VPN,OT",no,True
ID_01002,N00726,password,low,EXTERNAL,yes,False
ID_00424,N00352,api_key,low,OT,yes,False
ID_00344,N01596,password,low,"PARTNER_VPN,EXTERNAL",yes,False
ID_00639,N00114,saml,high,DMZ,no,False
ID_01848,N00490,kerberos,medium,"MGMT,CLOUD,DMZ",yes,False
ID_00750,N01738,password,medium,"SERVER_LAN,MGMT",yes,False
ID_00379,N00589,saml,high,"MGMT,USER_LAN",yes,False
ID_00392,N01285,saml,high,"CLOUD,DMZ",yes,False
ID_00422,N00246,password,low,"MGMT,USER_LAN",yes,False
ID_01417,N00936,kerberos,high,"USER_LAN,CLOUD,SERVER_LAN",yes,False
ID_01325,N00996,kerberos,medium,OT,yes,True
ID_00408,N01876,password,low,PARTNER_VPN,yes,False
ID_00395,N01292,password,medium,DMZ,yes,False
ID_00135,N00464,api_key,low,"OT,USER_LAN",yes,True
ID_01539,N01997,kerberos,high,EXTERNAL,yes,True
ID_01355,N01651,saml,medium,"SERVER_LAN,MGMT",no,False
ID_01705,N00343,password,low,"CLOUD,OT",no,False
ID_00750,N01441,oauth,medium,"PARTNER_VPN,EXTERNAL",yes,True
ID_00357,N00710,password,low,"DMZ,OT,SERVER_LAN",yes,False
ID_01643,N01940,password,medium,"PARTNER_VPN,DMZ,SERVER_LAN",yes,False
ID_00816,N00821,password,low,PARTNER_VPN,yes,True
ID_00140,N00375,saml,medium,USER_LAN,yes,False
ID_01909,N00505,kerberos,medium,MGMT,yes,False
ID_00772,N01129,oauth,medium,MGMT,yes,False
ID_01528,N00108,password,medium,"MGMT,DMZ,PARTNER_VPN",yes,False
ID_00281,N01976,kerberos,medium,"DMZ,SERVER_LAN",yes,False
ID_01312,N01753,kerberos,medium,"MGMT,DMZ",yes,False
ID_01909,N01027,kerberos,high,OT,yes,False
ID_01480,N00660,kerberos,medium,USER_LAN,yes,False
ID_00266,N00872,password,low,DMZ,yes,True
ID_01851,N00074,kerberos,high,"DMZ,OT",no,False
ID_01984,N00738,password,low,"USER_LAN,CLOUD,SERVER_LAN",yes,True
ID_01794,N01437,oauth,high,"SERVER_LAN,PARTNER_VPN",yes,True
ID_00626,N01711,kerberos,medium,"USER_LAN,SERVER_LAN",yes,False
ID_01265,N00580,password,low,PARTNER_VPN,yes,True
ID_00358,N00185,password,low,"USER_LAN,SERVER_LAN,EXTERNAL",yes,False
ID_01536,N00200,password,low,"OT,USER_LAN,PARTNER_VPN",yes,False
ID_01837,N01357,password,low,"PARTNER_VPN,SERVER_LAN",yes,True
ID_01885,N01406,kerberos,high,"USER_LAN,DMZ",yes,False
ID_00907,N01450,kerberos,high,"MGMT,PARTNER_VPN",yes,False
ID_00294,N01994,password,medium,"OT,EXTERNAL",yes,False
ID_01900,N00380,oauth,medium,OT,yes,False
ID_01109,N00931,password,low,DMZ,yes,False
ID_01862,N00036,saml,high,"EXTERNAL,MGMT",yes,False
ID_01376,N01426,oauth,high,"PARTNER_VPN,MGMT",yes,True
ID_01061,N00349,kerberos,high,CLOUD,no,False
ID_00573,N01041,password,medium,"USER_LAN,MGMT,DMZ",yes,False
ID_01244,N01201,password,low,"USER_LAN,SERVER_LAN,CLOUD",yes,True
ID_01080,N00886,api_key,medium,"DMZ,PARTNER_VPN,SERVER_LAN",yes,False
ID_00339,N00912,api_key,medium,"CLOUD,USER_LAN,MGMT",no,True
ID_01636,N01444,saml,medium,"OT,DMZ",yes,False
ID_00601,N01362,kerberos,high,"USER_LAN,EXTERNAL,SERVER_LAN",yes,False
ID_01833,N01197,password,low,"DMZ,PARTNER_VPN",yes,True
ID_01842,N00918,api_key,medium,"PARTNER_VPN,EXTERNAL",yes,False
ID_00630,N00091,saml,high,"OT,MGMT",yes,True
ID_00314,N00250,password,low,"CLOUD,SERVER_LAN,DMZ",yes,True
ID_00271,N00060,password,low,"MGMT,SERVER_LAN,OT",yes,False
ID_01246,N00565,kerberos,high,"MGMT,OT,PARTNER_VPN",yes,True
ID_00239,N01547,oauth,high,"CLOUD,USER_LAN",yes,False
ID_00735,N01691,api_key,medium,"EXTERNAL,SERVER_LAN,PARTNER_VPN",yes,True
ID_01248,N00856,kerberos,high,PARTNER_VPN,yes,False
ID_00896,N00077,saml,medium,CLOUD,yes,False
ID_00149,N01394,password,low,SERVER_LAN,yes,False
ID_01093,N01500,password,low,"OT,CLOUD",yes,False
ID_00422,N00874,password,low,"SERVER_LAN,OT",yes,False
ID_00378,N00437,password,low,"DMZ,MGMT,SERVER_LAN",yes,False
ID_01379,N00765,saml,high,"CLOUD,USER_LAN",yes,True
ID_00825,N01685,password,low,PARTNER_VPN,no,True
ID_00098,N01152,password,low,"CLOUD,USER_LAN,PARTNER_VPN",no,False
ID_01387,N00365,password,low,"CLOUD,MGMT",yes,False
ID_00029,N00558,password,medium,"DMZ,PARTNER_VPN",no,False
ID_01103,N01036,password,low,DMZ,yes,False
ID_00505,N00632,oauth,high,"MGMT,DMZ",no,False
ID_01753,N01744,password,medium,"OT,USER_LAN",no,True
ID_01722,N01371,oauth,high,"USER_LAN,MGMT,DMZ",yes,False
ID_01603,N01991,kerberos,medium,"USER_LAN,CLOUD,PARTNER_VPN",yes,False
ID_00096,N01658,oauth,high,"DMZ,EXTERNAL,PARTNER_VPN",yes,False
ID_00377,N00108,password,low,"MGMT,USER_LAN,EXTERNAL",yes,False
ID_00645,N01550,password,low,"MGMT,USER_LAN,OT",yes,False
ID_01921,N01021,kerberos,high,EXTERNAL,yes,False
ID_01425,N01223,password,low,MGMT,yes,True
ID_00950,N01335,password,medium,CLOUD,yes,False
ID_01803,N01115,kerberos,medium,"USER_LAN,PARTNER_VPN,CLOUD",yes,False
ID_01729,N01299,kerberos,high,EXTERNAL,yes,False
ID_00474,N00067,saml,medium,"SERVER_LAN,CLOUD",yes,False
ID_01154,N01996,password,medium,"CLOUD,DMZ,EXTERNAL",no,False
ID_01777,N00170,api_key,low,MGMT,yes,False
ID_01723,N00622,kerberos,high,EXTERNAL,yes,False
ID_00098,N01885,password,low,"CLOUD,MGMT",yes,False
ID_00545,N00719,password,low,"USER_LAN,OT",yes,True
ID_01445,N01306,password,low,USER_LAN,yes,True
ID_00849,N00867,saml,medium,EXTERNAL,yes,True
ID_00321,N01613,api_key,low,CLOUD,yes,False
ID_01089,N01026,kerberos,medium,"DMZ,PARTNER_VPN",no,False
ID_00248,N00504,password,low,"OT,USER_LAN,EXTERNAL",yes,True
ID_00338,N00852,oauth,high,"MGMT,EXTERNAL,CLOUD",yes,False
ID_01587,N00621,kerberos,high,CLOUD,yes,False
ID_00898,N01893,password,low,"EXTERNAL,PARTNER_VPN,SERVER_LAN",yes,False
ID_01207,N00667,saml,high,"CLOUD,USER_LAN",yes,False
ID_01346,N00029,kerberos,medium,"EXTERNAL,CLOUD,MGMT",yes,True
ID_01879,N00514,password,medium,DMZ,yes,False
ID_00971,N01705,kerberos,medium,DMZ,no,True
ID_01838,N00885,password,low,"EXTERNAL,USER_LAN",yes,False
ID_01012,N01161,oauth,medium,DMZ,yes,False
ID_01288,N00162,kerberos,medium,USER_LAN,yes,False
ID_00623,N01594,oauth,high,"OT,DMZ",yes,False
ID_01512,N00978,kerberos,medium,"DMZ,USER_LAN,CLOUD",yes,False
ID_00380,N00676,kerberos,high,OT,no,False
ID_00660,N00369,saml,high,"OT,MGMT",no,False
ID_01602,N00212,password,medium,"EXTERNAL,CLOUD",yes,False
ID_01303,N01782,kerberos,high,DMZ,yes,False
ID_01931,N01776,oauth,high,"PARTNER_VPN,USER_LAN",yes,False
ID_00520,N01109,kerberos,high,"SERVER_LAN,MGMT,CLOUD",yes,False
ID_00605,N00102,kerberos,high,"USER_LAN,MGMT,SERVER_LAN",yes,False
ID_01096,N01800,kerberos,high,"CLOUD,EXTERNAL",yes,True
ID_00299,N01753,kerberos,medium,"DMZ,SERVER_LAN",yes,False
ID_00553,N00402,oauth,high,"DMZ,PARTNER_VPN,EXTERNAL",yes,False
ID_00114,N01880,password,low,"MGMT,SERVER_LAN,OT",yes,False
ID_01050,N01160,saml,high,"DMZ,PARTNER_VPN",yes,False
ID_00160,N00416,password,low,"USER_LAN,CLOUD,OT",yes,False
ID_00534,N01203,saml,medium,PARTNER_VPN,yes,False
ID_01354,N00493,password,low,"OT,CLOUD",yes,False
ID_00433,N00073,api_key,low,"EXTERNAL,DMZ",yes,False
ID_00709,N00934,kerberos,high,"DMZ,OT",yes,False
ID_00394,N01888,password,low,CLOUD,yes,True
ID_00739,N01600,password,low,"EXTERNAL,PARTNER_VPN,DMZ",no,False
ID_01301,N01895,kerberos,high,"OT,USER_LAN,CLOUD",no,False
ID_01034,N01767,password,medium,EXTERNAL,yes,False
ID_00486,N00439,api_key,medium,"SERVER_LAN,EXTERNAL",yes,False
ID_00925,N01323,kerberos,high,"MGMT,EXTERNAL",no,False
ID_01264,N00886,password,low,"USER_LAN,PARTNER_VPN,OT",no,False
ID_01597,N01731,kerberos,high,"MGMT,EXTERNAL,USER_LAN",yes,False
ID_01735,N00458,saml,high,"OT,EXTERNAL",no,False
ID_01909,N00256,saml,high,"USER_LAN,CLOUD",yes,False
ID_00183,N00801,oauth,high,"PARTNER_VPN,MGMT,DMZ",yes,False
ID_01919,N01146,password,medium,"OT,EXTERNAL",yes,False
ID_00694,N00981,oauth,high,CLOUD,yes,False
ID_00880,N00368,oauth,high,"SERVER_LAN,DMZ",yes,False
ID_00072,N01089,password,medium,EXTERNAL,yes,True
ID_01951,N00703,password,low,"SERVER_LAN,PARTNER_VPN,USER_LAN",yes,True
ID_00633,N01448,password,medium,"MGMT,DMZ",yes,False
ID_00552,N00421,saml,medium,EXTERNAL,yes,False
ID_01162,N01778,kerberos,high,"USER_LAN,CLOUD",yes,True
ID_01909,N00674,oauth,high,"SERVER_LAN,DMZ,EXTERNAL",yes,False
ID_00062,N00184,oauth,medium,"SERVER_LAN,USER_LAN",yes,False
ID_01729,N00718,password,low,"EXTERNAL,DMZ,USER_LAN",yes,False
ID_01641,N01141,oauth,high,"EXTERNAL,USER_LAN",yes,True
ID_00137,N01507,kerberos,medium,USER_LAN,yes,True
ID_01709,N00034,saml,high,"SERVER_LAN,EXTERNAL,PARTNER_VPN",yes,False
ID_00138,N00965,kerberos,high,"EXTERNAL,MGMT,USER_LAN",yes,False
ID_01874,N00327,password,medium,"EXTERNAL,USER_LAN",yes,False
ID_01477,N00656,kerberos,medium,"OT,DMZ",yes,False
ID_01838,N00948,password,low,"DMZ,PARTNER_VPN",yes,False
ID_00920,N00089,oauth,medium,"DMZ,EXTERNAL,PARTNER_VPN",yes,False
ID_01638,N00560,password,low,MGMT,no,False
ID_00405,N00080,oauth,medium,PARTNER_VPN,yes,False
ID_00859,N01090,password,low,"USER_LAN,MGMT,OT",yes,False
ID_00864,N01077,oauth,high,"DMZ,USER_LAN,EXTERNAL",yes,False
ID_00628,N01682,kerberos,high,EXTERNAL,yes,False
ID_00270,N01698,password,low,CLOUD,yes,False
ID_00848,N00241,saml,medium,"MGMT,OT,DMZ",yes,True
ID_00201,N01621,oauth,medium,"SERVER_LAN,USER_LAN",yes,False
ID_01821,N01984,password,medium,DMZ,yes,False
ID_01986,N01101,kerberos,high,"MGMT,CLOUD",yes,False
ID_01776,N00258,password,low,"SERVER_LAN,PARTNER_VPN",yes,True
ID_00593,N01596,kerberos,high,"MGMT,PARTNER_VPN",yes,True
ID_01409,N01798,password,low,"MGMT,PARTNER_VPN,USER_LAN",yes,False
ID_00295,N01779,password,low,"EXTERNAL,DMZ,CLOUD",yes,False
ID_01002,N00648,oauth,high,OT,yes,False
ID_00662,N00371,oauth,high,"EXTERNAL,USER_LAN",yes,False
ID_01803,N01696,oauth,high,"MGMT,SERVER_LAN,OT",no,False
ID_00132,N01190,password,low,"SERVER_LAN,DMZ,OT",yes,False
ID_00702,N01567,api_key,low,CLOUD,yes,False
ID_01769,N00371,password,low,"USER_LAN,PARTNER_VPN",yes,False
ID_01308,N01908,password,medium,"SERVER_LAN,USER_LAN,CLOUD",yes,False
ID_01420,N00107,oauth,medium,"DMZ,CLOUD",yes,True
ID_01003,N00619,oauth,high,PARTNER_VPN,yes,True
ID_00818,N01023,kerberos,medium,PARTNER_VPN,yes,False
ID_01627,N00158,password,medium,"OT,MGMT,PARTNER_VPN",yes,False
ID_00974,N01071,kerberos,medium,"DMZ,PARTNER_VPN,SERVER_LAN",no,True
ID_00843,N01249,kerberos,high,USER_LAN,yes,False
ID_00161,N00205,kerberos,high,USER_LAN,yes,True
ID_01441,N00296,password,low,PARTNER_VPN,no,False
ID_00926,N00485,password,low,"SERVER_LAN,USER_LAN",yes,False
ID_01254,N01613,oauth,high,SERVER_LAN,yes,True
ID_01017,N01770,password,medium,"PARTNER_VPN,SERVER_LAN",yes,False
ID_00559,N00511,password,low,"CLOUD,MGMT",no,True
ID_01870,N01447,kerberos,medium,"SERVER_LAN,EXTERNAL,OT",yes,False
ID_00920,N00045,kerberos,medium,"DMZ,EXTERNAL,PARTNER_VPN",yes,False
ID_00604,N00879,oauth,medium,"DMZ,EXTERNAL",yes,False
ID_00970,N01597,oauth,medium,"SERVER_LAN,OT",yes,True
ID_00798,N01705,kerberos,medium,"OT,USER_LAN",yes,True
ID_01541,N01418,saml,high,"SERVER_LAN,OT",no,False
ID_00482,N00734,kerberos,high,"SERVER_LAN,EXTERNAL,USER_LAN",yes,True
ID_00603,N01049,kerberos,high,"PARTNER_VPN,USER_LAN,CLOUD",yes,False
ID_00541,N01292,password,low,DMZ,no,False
ID_01813,N01493,saml,medium,"EXTERNAL,OT,SERVER_LAN",yes,True
ID_01677,N01277,password,low,"OT,EXTERNAL,PARTNER_VPN",yes,False
ID_01848,N01059,oauth,medium,"MGMT,PARTNER_VPN,CLOUD",yes,False
ID_00791,N01032,password,medium,DMZ,yes,True
ID_01258,N00436,password,low,"USER_LAN,CLOUD",yes,True
ID_00835,N01932,oauth,high,"CLOUD,SERVER_LAN,DMZ",yes,False
ID_00182,N01580,kerberos,medium,MGMT,yes,True
ID_00899,N00768,kerberos,high,"PARTNER_VPN,USER_LAN",yes,True
ID_01471,N01366,password,medium,USER_LAN,yes,False
ID_00100,N01863,password,medium,"DMZ,MGMT,SERVER_LAN",yes,False
ID_01901,N00437,password,low,MGMT,yes,False
ID_01989,N00593,kerberos,high,EXTERNAL,yes,False
ID_00989,N00227,oauth,medium,DMZ,yes,False
ID_00432,N00754,password,low,"EXTERNAL,SERVER_LAN,CLOUD",yes,False
ID_01153,N01032,password,low,"EXTERNAL,SERVER_LAN,PARTNER_VPN",yes,True
ID_00878,N01910,kerberos,high,"MGMT,OT,CLOUD",yes,False
ID_00701,N00723,password,low,CLOUD,yes,False
ID_00809,N01204,kerberos,high,"PARTNER_VPN,MGMT",yes,False
ID_01095,N00763,kerberos,high,DMZ,yes,False
ID_01310,N01987,password,low,"CLOUD,DMZ,MGMT",yes,True
ID_01011,N01288,password,low,USER_LAN,yes,True
ID_01085,N00308,kerberos,high,"CLOUD,OT,MGMT",yes,False
ID_00075,N00063,password,low,"SERVER_LAN,USER_LAN",no,False
ID_00510,N00376,password,medium,"USER_LAN,OT",yes,True
ID_01787,N01782,password,low,"CLOUD,PARTNER_VPN",yes,False
ID_01720,N01158,kerberos,medium,"CLOUD,DMZ",yes,True
ID_01589,N00225,password,low,DMZ,yes,False
ID_01702,N01882,kerberos,high,USER_LAN,no,True
ID_00230,N00837,password,low,USER_LAN,no,False
ID_01699,N01629,password,medium,"OT,USER_LAN",yes,True
ID_00507,N01311,oauth,high,"EXTERNAL,SERVER_LAN",no,False
ID_01230,N01566,password,low,"EXTERNAL,CLOUD,SERVER_LAN",yes,True
ID_01878,N01207,password,low,USER_LAN,yes,True
ID_00961,N00714,password,low,OT,yes,False
ID_00178,N01331,password,low,"CLOUD,OT",yes,True
ID_01454,N01047,password,medium,"MGMT,USER_LAN,DMZ",yes,True
ID_00540,N00998,password,low,"CLOUD,MGMT",yes,False
ID_00743,N01849,kerberos,high,"CLOUD,DMZ",no,False
ID_01785,N00498,password,medium,"SERVER_LAN,DMZ,USER_LAN",yes,False
ID_00094,N01369,password,low,"CLOUD,MGMT",yes,True
