eid,src,dst,egde_class,relation,direction,port_proto,zone_crossing,guarded_by,detection_prob,exploitability,lat_move,policy_violation,misconfig_source_rule,misconfig_effect
E020957,N00766,N00879,L1->L2,rpc,inbound,3389/tcp,0,none,0.495,0.466,0.14,0,,
E020958,N00766,N00810,L1->L2,rpc,outbound,22/tcp,0,fw_strict,0.556,0.302,0.92,0,,
E020959,N00781,N00879,L1->L2,api,outbound,80/tcp,0,microseg,0.233,0.596,0.562,0,,
E020960,N00781,N00810,L1->L2,api,inbound,443/tcp,0,fw_strict,0.617,0.845,0.188,0,,
E020961,N00898,N00879,L1->L2,db_conn,bidirectional,53/udp,0,microseg,0.52,0.484,0.311,0,,
E020962,N00898,N00810,L1->L2,db_conn,outbound,53/udp,0,microseg,0.589,0.616,0.983,0,,
E020963,N00888,N00879,L1->L2,api,outbound,22/tcp,0,microseg,0.089,0.37,0.049,0,,
E020964,N00888,N00810,L1->L2,db_conn,outbound,443/tcp,0,none,0.363,0.965,0.499,0,,
E020965,N00835,N00879,L1->L2,mgmt,bidirectional,3389/tcp,0,none,0.26,0.321,0.068,0,,
E020966,N00835,N00810,L1->L2,mgmt,outbound,80/tcp,0,microseg,0.652,0.921,0.863,0,,
E020967,N00879,N00786,L2->L3,rpc,inbound,22/tcp,0,none,0.059,0.975,0.883,0,,
E020968,N00879,N00759,L2->L3,api,inbound,3389/tcp,0,none,0.309,0.892,0.418,0,,
E020969,N00879,N00955,L2->L3,api,bidirectional,445/tcp,0,microseg,0.629,0.715,0.314,0,,
E020970,N00810,N00786,L2->L3,network,bidirectional,80/tcp,0,fw_strict,0.361,0.778,0.549,0,,
E020971,N00810,N00759,L2->L3,db_conn,outbound,80/tcp,0,microseg,0.161,0.644,0.843,0,,
E020972,N00810,N00955,L2->L3,db_conn,outbound,22/tcp,0,fw_strict,0.227,0.408,0.412,0,,
E020973,N00786,N00872,L3->L4,db_conn,bidirectional,80/tcp,0,fw_basic,0.612,0.441,0.526,0,,
E020974,N00786,N00905,L3->L4,rpc,inbound,22/tcp,0,fw_basic,0.342,0.739,0.936,0,,
E020975,N00786,N00957,L3->L4,db_conn,bidirectional,22/tcp,0,microseg,0.218,0.658,0.082,0,,
E020976,N00786,N00783,L3->L4,api,bidirectional,80/tcp,0,microseg,0.563,0.545,0.249,0,,
E020977,N00786,N00995,L3->L4,api,inbound,53/udp,0,microseg,0.008,0.346,0.809,0,,
E020978,N00759,N00872,L3->L4,network,inbound,53/udp,0,fw_strict,0.416,0.817,0.06,0,,
E020979,N00759,N00905,L3->L4,api,inbound,53/udp,0,fw_basic,0.387,0.445,0.044,0,,
E020980,N00759,N00957,L3->L4,rpc,outbound,443/tcp,0,none,0.068,0.366,0.099,0,,
E020981,N00759,N00783,L3->L4,mgmt,bidirectional,443/tcp,0,fw_basic,0.523,0.717,0.884,0,,
E020982,N00759,N00995,L3->L4,db_conn,outbound,80/tcp,0,microseg,0.179,0.443,0.394,0,,
E020983,N00955,N00872,L3->L4,network,outbound,53/udp,0,microseg,0.061,0.383,0.286,0,,
E020984,N00955,N00905,L3->L4,network,outbound,445/tcp,0,microseg,0.183,0.458,0.435,0,,
E020985,N00955,N00957,L3->L4,rpc,inbound,443/tcp,0,none,0.071,0.609,0.056,0,,
E020986,N00955,N00783,L3->L4,mgmt,inbound,22/tcp,0,fw_basic,0.257,0.96,0.386,0,,
E020987,N00955,N00995,L3->L4,mgmt,outbound,22/tcp,0,none,0.531,0.593,0.579,0,,
E020988,N00872,N00790,L4->T,api,bidirectional,53/udp,0,fw_strict,0.085,0.835,0.714,0,,
E020989,N00905,N00790,L4->T,mgmt,bidirectional,443/tcp,0,fw_strict,0.357,0.437,0.232,0,,
E020990,N00957,N00790,L4->T,mgmt,outbound,3389/tcp,0,fw_strict,0.533,0.33,0.509,0,,
E020991,N00783,N00790,L4->T,network,bidirectional,443/tcp,0,none,0.574,0.507,0.424,0,,
E020992,N00995,N00790,L4->T,mgmt,bidirectional,53/udp,0,none,0.162,0.945,0.059,0,,
E020993,N00971,N00766,L0->L1,network,bidirectional,3389/tcp,0,fw_basic,0.575,0.552,0.862,0,,
E020994,N00971,N00781,L0->L1,api,inbound,53/udp,0,fw_basic,0.255,0.43,0.16,0,,
E020995,N00971,N00898,L0->L1,network,bidirectional,443/tcp,0,microseg,0.104,0.804,0.112,0,,
E020996,N00971,N00888,L0->L1,db_conn,outbound,3389/tcp,0,microseg,0.185,0.656,0.116,0,,
E020997,N00971,N00835,L0->L1,network,inbound,443/tcp,0,none,0.401,0.46,0.36,0,,
E020998,N00766,N00879,L1->L2,network,outbound,3389/tcp,0,microseg,0.027,0.435,0.293,0,,
E020999,N00766,N00810,L1->L2,api,outbound,445/tcp,0,fw_strict,0.41,0.472,0.857,0,,
E021000,N00781,N00879,L1->L2,network,outbound,80/tcp,0,fw_strict,0.017,0.711,0.613,0,,
E021001,N00781,N00810,L1->L2,db_conn,bidirectional,53/udp,0,fw_strict,0.581,0.915,0.689,0,,
E021002,N00898,N00879,L1->L2,mgmt,bidirectional,3389/tcp,0,none,0.429,0.577,0.491,0,,
E021003,N00898,N00810,L1->L2,mgmt,inbound,53/udp,0,fw_basic,0.159,0.311,0.101,0,,
E021004,N00888,N00879,L1->L2,mgmt,outbound,445/tcp,0,microseg,0.56,0.421,0.243,0,,
E021005,N00888,N00810,L1->L2,db_conn,bidirectional,53/udp,0,microseg,0.446,0.617,0.762,0,,
E021006,N00835,N00879,L1->L2,mgmt,outbound,80/tcp,0,fw_strict,0.361,0.33,0.246,0,,
E021007,N00835,N00810,L1->L2,mgmt,inbound,53/udp,0,none,0.564,0.822,0.38,1,,
E021008,N00879,N00786,L2->L3,network,outbound,445/tcp,0,fw_basic,0.483,0.722,0.232,0,,
E021009,N00879,N00759,L2->L3,db_conn,bidirectional,3389/tcp,0,fw_strict,0.453,0.755,0.969,0,,
E021010,N00879,N00955,L2->L3,db_conn,outbound,53/udp,0,fw_strict,0.069,0.673,0.186,0,,
E021011,N00810,N00786,L2->L3,db_conn,inbound,445/tcp,0,none,0.471,0.767,0.289,0,,
E021012,N00810,N00759,L2->L3,network,inbound,445/tcp,0,fw_strict,0.03,0.579,0.912,0,,
E021013,N00810,N00955,L2->L3,rpc,bidirectional,443/tcp,0,fw_basic,0.573,0.586,0.583,0,,
E021014,N00786,N00872,L3->L4,rpc,outbound,445/tcp,0,fw_strict,0.099,0.606,0.523,0,,
E021015,N00786,N00905,L3->L4,rpc,outbound,22/tcp,0,fw_basic,0.292,0.793,0.581,0,,
E021016,N00786,N00957,L3->L4,rpc,outbound,3389/tcp,0,microseg,0.595,0.645,0.741,0,,
E021017,N00786,N00783,L3->L4,api,outbound,53/udp,0,fw_strict,0.234,0.996,0.367,0,,
E021018,N00786,N00995,L3->L4,network,inbound,80/tcp,0,microseg,0.338,0.654,0.032,0,,
E021019,N00759,N00872,L3->L4,mgmt,outbound,80/tcp,0,none,0.453,0.556,0.665,0,,
E021020,N00759,N00905,L3->L4,db_conn,bidirectional,443/tcp,0,fw_basic,0.615,0.373,0.726,0,,
E021021,N00759,N00957,L3->L4,api,bidirectional,3389/tcp,0,microseg,0.677,0.41,0.258,0,,
E021022,N00759,N00783,L3->L4,db_conn,outbound,443/tcp,0,fw_basic,0.441,0.501,0.285,0,,
E021023,N00759,N00995,L3->L4,rpc,outbound,80/tcp,0,microseg,0.156,0.482,0.216,0,,
E021024,N00955,N00872,L3->L4,rpc,outbound,443/tcp,0,none,0.49,0.357,0.492,0,,
E021025,N00955,N00905,L3->L4,network,outbound,443/tcp,0,fw_strict,0.275,0.479,0.272,0,,
E021026,N00955,N00957,L3->L4,api,inbound,53/udp,0,none,0.161,0.352,0.072,0,,
E021027,N00955,N00783,L3->L4,mgmt,outbound,53/udp,0,fw_basic,0.631,0.892,0.794,0,,
E021028,N00955,N00995,L3->L4,api,outbound,80/tcp,0,none,0.394,0.866,0.205,0,,
E021029,N00872,N00820,L4->T,network,outbound,443/tcp,0,none,0.521,0.378,0.601,0,,
E021030,N00905,N00820,L4->T,network,bidirectional,53/udp,0,fw_strict,0.279,0.899,0.808,0,,
E021031,N00957,N00820,L4->T,api,outbound,80/tcp,0,none,0.031,0.46,0.404,0,,
E021032,N00783,N00820,L4->T,db_conn,outbound,53/udp,0,none,0.082,0.617,0.511,0,,
E021033,N00995,N00820,L4->T,api,outbound,53/udp,0,fw_strict,0.454,0.962,0.517,0,,
E021034,N00971,N00766,L0->L1,rpc,bidirectional,80/tcp,0,none,0.306,0.943,0.892,0,,
E021035,N00971,N00781,L0->L1,rpc,inbound,3389/tcp,0,none,0.581,0.733,0.945,0,,
E021036,N00971,N00898,L0->L1,db_conn,inbound,53/udp,0,microseg,0.189,0.874,0.095,0,,
E021037,N00971,N00888,L0->L1,api,bidirectional,80/tcp,0,fw_basic,0.085,0.522,0.457,0,,
E021038,N00971,N00835,L0->L1,network,inbound,80/tcp,0,none,0.117,0.433,0.846,0,,
E021039,N00766,N00879,L1->L2,db_conn,bidirectional,80/tcp,0,fw_basic,0.598,0.426,0.309,0,,
E021040,N00766,N00810,L1->L2,mgmt,inbound,3389/tcp,0,fw_strict,0.183,0.684,0.307,0,,
E021041,N00781,N00879,L1->L2,db_conn,outbound,445/tcp,0,none,0.367,0.405,0.567,0,,
E021042,N00781,N00810,L1->L2,network,inbound,53/udp,0,fw_strict,0.622,0.393,0.632,0,,
E021043,N00898,N00879,L1->L2,mgmt,bidirectional,443/tcp,0,none,0.286,0.718,0.585,0,,
E021044,N00898,N00810,L1->L2,mgmt,outbound,443/tcp,0,microseg,0.193,0.959,0.082,0,,
E021045,N00888,N00879,L1->L2,network,inbound,443/tcp,0,none,0.092,0.624,0.695,0,,
E021046,N00888,N00810,L1->L2,rpc,outbound,3389/tcp,0,none,0.038,0.762,0.131,0,,
E021047,N00835,N00879,L1->L2,db_conn,outbound,3389/tcp,0,none,0.283,0.617,0.124,0,,
E021048,N00835,N00810,L1->L2,rpc,outbound,3389/tcp,0,none,0.289,0.35,0.664,0,,
E021049,N00879,N00786,L2->L3,api,bidirectional,53/udp,0,microseg,0.459,0.83,0.083,0,,
E021050,N00879,N00759,L2->L3,mgmt,outbound,80/tcp,0,none,0.407,0.988,0.972,0,,
E021051,N00879,N00955,L2->L3,db_conn,bidirectional,3389/tcp,0,none,0.225,0.377,0.44,0,,
E021052,N00810,N00786,L2->L3,mgmt,bidirectional,53/udp,0,microseg,0.606,0.66,0.03,0,,
E021053,N00810,N00759,L2->L3,api,inbound,22/tcp,0,fw_strict,0.561,0.451,0.738,0,,
E021054,N00810,N00955,L2->L3,rpc,outbound,80/tcp,0,none,0.333,0.401,0.054,0,,
E021055,N00786,N00872,L3->L4,network,outbound,3389/tcp,0,fw_strict,0.355,0.771,0.025,0,,
E021056,N00786,N00905,L3->L4,db_conn,outbound,53/udp,0,fw_strict,0.416,0.883,0.875,0,,
E021057,N00786,N00957,L3->L4,db_conn,inbound,443/tcp,0,fw_strict,0.562,0.623,0.32,0,,
E021058,N00786,N00783,L3->L4,db_conn,outbound,443/tcp,0,fw_basic,0.393,0.691,0.433,0,,
E021059,N00786,N00995,L3->L4,db_conn,inbound,80/tcp,0,microseg,0.064,0.833,0.928,0,,
E021060,N00759,N00872,L3->L4,network,bidirectional,80/tcp,0,none,0.208,0.759,0.405,0,,
E021061,N00759,N00905,L3->L4,db_conn,outbound,445/tcp,0,none,0.572,0.432,0.867,0,,
E021062,N00759,N00957,L3->L4,rpc,bidirectional,443/tcp,0,fw_basic,0.587,0.403,0.747,0,,
E021063,N00759,N00783,L3->L4,network,outbound,445/tcp,0,fw_basic,0.271,0.68,0.319,0,,
E021064,N00759,N00995,L3->L4,db_conn,inbound,53/udp,0,microseg,0.038,0.752,0.184,0,,
E021065,N00955,N00872,L3->L4,rpc,bidirectional,22/tcp,0,none,0.685,0.875,0.585,0,,
E021066,N00955,N00905,L3->L4,db_conn,outbound,443/tcp,0,fw_basic,0.015,0.735,0.267,0,,
E021067,N00955,N00957,L3->L4,mgmt,inbound,80/tcp,0,none,0.696,0.433,0.565,0,,
E021068,N00955,N00783,L3->L4,db_conn,inbound,3389/tcp,0,fw_strict,0.198,0.472,0.208,0,,
E021069,N00955,N00995,L3->L4,rpc,bidirectional,3389/tcp,0,microseg,0.584,0.73,0.601,0,,
E021070,N00872,N00865,L4->T,rpc,inbound,443/tcp,0,fw_strict,0.494,0.912,0.808,0,,
E021071,N00905,N00865,L4->T,mgmt,bidirectional,22/tcp,0,microseg,0.519,0.523,0.519,0,,
E021072,N00957,N00865,L4->T,api,inbound,53/udp,0,none,0.621,0.996,0.718,0,,
E021073,N00783,N00865,L4->T,db_conn,outbound,443/tcp,0,none,0.672,0.306,0.801,0,,
E021074,N00995,N00865,L4->T,mgmt,outbound,445/tcp,0,none,0.057,0.566,0.09,0,,
E021075,N00971,N00766,L0->L1,rpc,bidirectional,22/tcp,0,fw_strict,0.433,0.436,0.599,0,,
E021076,N00971,N00781,L0->L1,db_conn,outbound,443/tcp,0,microseg,0.49,0.727,0.623,0,,
E021077,N00971,N00898,L0->L1,db_conn,bidirectional,3389/tcp,0,fw_basic,0.006,0.563,0.546,0,,
E021078,N00971,N00888,L0->L1,network,outbound,80/tcp,0,none,0.435,0.406,0.632,0,,
E021079,N00971,N00835,L0->L1,api,outbound,3389/tcp,0,none,0.41,0.735,0.51,0,,
E021080,N00766,N00879,L1->L2,network,outbound,445/tcp,0,none,0.401,0.789,0.977,0,,
E021081,N00766,N00810,L1->L2,rpc,bidirectional,22/tcp,0,none,0.586,0.841,0.199,0,,
E021082,N00781,N00879,L1->L2,network,bidirectional,443/tcp,0,fw_basic,0.531,0.745,0.294,0,,
E021083,N00781,N00810,L1->L2,api,inbound,3389/tcp,0,microseg,0.34,0.59,0.109,0,,
E021084,N00898,N00879,L1->L2,network,outbound,3389/tcp,0,fw_strict,0.524,0.455,0.037,0,,
E021085,N00898,N00810,L1->L2,db_conn,outbound,53/udp,0,microseg,0.044,0.455,0.551,0,,
E021086,N00888,N00879,L1->L2,api,bidirectional,80/tcp,0,fw_strict,0.231,0.423,0.467,0,,
E021087,N00888,N00810,L1->L2,db_conn,inbound,3389/tcp,0,none,0.112,0.306,0.488,0,,
E021088,N00835,N00879,L1->L2,network,bidirectional,3389/tcp,0,fw_basic,0.021,0.953,0.991,0,,
E021089,N00835,N00810,L1->L2,api,inbound,3389/tcp,0,microseg,0.009,0.461,0.737,0,,
E021090,N00879,N00786,L2->L3,api,outbound,3389/tcp,0,none,0.374,0.738,0.691,0,,
E021091,N00879,N00759,L2->L3,network,outbound,443/tcp,0,none,0.02,0.707,0.036,0,,
E021092,N00879,N00955,L2->L3,mgmt,bidirectional,3389/tcp,0,none,0.491,0.88,0.617,0,,
E021093,N00810,N00786,L2->L3,db_conn,inbound,22/tcp,0,none,0.149,0.635,0.038,0,,
E021094,N00810,N00759,L2->L3,mgmt,bidirectional,3389/tcp,0,fw_strict,0.325,0.943,0.648,0,,
E021095,N00810,N00955,L2->L3,api,outbound,445/tcp,0,fw_basic,0.235,0.688,0.387,0,,
E021096,N00786,N00872,L3->L4,network,outbound,3389/tcp,0,fw_basic,0.557,0.744,0.745,0,,
E021097,N00786,N00905,L3->L4,mgmt,inbound,53/udp,0,microseg,0.412,0.676,0.071,0,,
E021098,N00786,N00957,L3->L4,db_conn,outbound,3389/tcp,0,fw_strict,0.524,0.495,0.553,0,,
E021099,N00786,N00783,L3->L4,api,bidirectional,445/tcp,0,fw_basic,0.192,0.856,0.455,0,,
E021100,N00786,N00995,L3->L4,rpc,inbound,53/udp,0,microseg,0.202,0.629,0.537,0,,
E021101,N00759,N00872,L3->L4,network,bidirectional,53/udp,0,none,0.326,0.656,0.031,0,,
E021102,N00759,N00905,L3->L4,api,bidirectional,80/tcp,0,fw_strict,0.682,0.413,0.785,0,,
E021103,N00759,N00957,L3->L4,api,outbound,443/tcp,0,fw_strict,0.685,0.375,0.504,0,,
E021104,N00759,N00783,L3->L4,mgmt,inbound,53/udp,0,microseg,0.399,0.898,0.242,0,,
E021105,N00759,N00995,L3->L4,api,outbound,80/tcp,0,microseg,0.11,0.801,0.169,0,,
E021106,N00955,N00872,L3->L4,mgmt,outbound,22/tcp,0,none,0.647,0.69,0.648,0,,
E021107,N00955,N00905,L3->L4,mgmt,inbound,22/tcp,0,fw_basic,0.398,0.326,0.415,0,,
E021108,N00955,N00957,L3->L4,api,bidirectional,80/tcp,0,fw_strict,0.26,0.87,0.443,0,,
E021109,N00955,N00783,L3->L4,api,bidirectional,22/tcp,0,fw_strict,0.374,0.907,0.589,0,,
E021110,N00955,N00995,L3->L4,api,bidirectional,22/tcp,0,none,0.669,0.657,0.459,0,,
E021111,N00872,N00925,L4->T,db_conn,inbound,80/tcp,0,microseg,0.271,0.855,0.659,0,,
E021112,N00905,N00925,L4->T,network,bidirectional,80/tcp,0,none,0.053,0.559,0.252,0,,
E021113,N00957,N00925,L4->T,mgmt,bidirectional,443/tcp,0,microseg,0.481,0.562,0.26,0,,
E021114,N00783,N00925,L4->T,api,inbound,53/udp,0,fw_basic,0.334,0.606,0.563,0,,
E021115,N00995,N00925,L4->T,api,outbound,445/tcp,0,fw_basic,0.68,0.755,0.077,0,,
E021116,N00971,N00766,L0->L1,network,bidirectional,3389/tcp,0,none,0.351,0.391,0.263,0,,
E021117,N00971,N00781,L0->L1,rpc,outbound,22/tcp,0,none,0.161,0.93,0.0,0,,
E021118,N00971,N00898,L0->L1,api,outbound,3389/tcp,0,fw_basic,0.511,0.601,0.959,0,,
E021119,N00971,N00888,L0->L1,rpc,outbound,53/udp,0,none,0.183,0.303,0.824,0,,
E021120,N00971,N00835,L0->L1,db_conn,bidirectional,445/tcp,0,microseg,0.58,0.516,0.237,0,,
E021121,N00766,N00879,L1->L2,api,inbound,22/tcp,0,microseg,0.352,0.425,0.059,0,,
E021122,N00766,N00810,L1->L2,rpc,outbound,80/tcp,0,none,0.632,0.601,0.578,0,,
E021123,N00781,N00879,L1->L2,db_conn,outbound,445/tcp,0,microseg,0.03,0.374,0.405,0,,
E021124,N00781,N00810,L1->L2,api,inbound,80/tcp,0,microseg,0.626,0.913,0.858,0,,
E021125,N00898,N00879,L1->L2,mgmt,outbound,80/tcp,0,fw_strict,0.168,0.684,0.216,0,,
E021126,N00898,N00810,L1->L2,mgmt,bidirectional,3389/tcp,0,fw_strict,0.281,0.353,0.753,0,,
E021127,N00888,N00879,L1->L2,rpc,bidirectional,80/tcp,0,fw_strict,0.677,0.67,0.108,0,,
E021128,N00888,N00810,L1->L2,api,bidirectional,3389/tcp,0,fw_basic,0.583,0.516,0.654,0,,
E021129,N00835,N00879,L1->L2,mgmt,bidirectional,80/tcp,0,fw_basic,0.077,0.444,0.386,1,,
E021130,N00835,N00810,L1->L2,api,bidirectional,80/tcp,0,microseg,0.282,0.779,0.665,0,,
E021131,N00879,N00786,L2->L3,mgmt,bidirectional,53/udp,0,microseg,0.586,0.355,0.371,0,,
E021132,N00879,N00759,L2->L3,db_conn,bidirectional,80/tcp,0,fw_basic,0.137,0.938,0.741,0,,
E021133,N00879,N00955,L2->L3,db_conn,outbound,53/udp,0,fw_basic,0.067,0.755,0.498,0,,
E021134,N00810,N00786,L2->L3,rpc,inbound,22/tcp,0,none,0.677,0.678,0.981,0,,
E021135,N00810,N00759,L2->L3,mgmt,outbound,22/tcp,0,none,0.004,0.714,0.661,0,,
E021136,N00810,N00955,L2->L3,network,outbound,3389/tcp,0,fw_basic,0.248,0.594,0.593,0,,
E021137,N00786,N00872,L3->L4,rpc,bidirectional,445/tcp,0,fw_basic,0.458,0.388,0.022,0,,
E021138,N00786,N00905,L3->L4,rpc,bidirectional,445/tcp,0,fw_strict,0.617,0.312,0.882,0,,
E021139,N00786,N00957,L3->L4,db_conn,bidirectional,53/udp,0,none,0.072,0.767,0.665,0,,
E021140,N00786,N00783,L3->L4,db_conn,bidirectional,443/tcp,0,fw_basic,0.416,0.56,0.834,0,,
E021141,N00786,N00995,L3->L4,api,outbound,22/tcp,0,microseg,0.469,0.342,0.84,0,,
E021142,N00759,N00872,L3->L4,network,outbound,443/tcp,0,none,0.621,0.825,0.23,0,,
E021143,N00759,N00905,L3->L4,api,outbound,80/tcp,0,none,0.383,0.391,0.687,0,,
E021144,N00759,N00957,L3->L4,mgmt,outbound,80/tcp,0,fw_basic,0.046,0.948,0.397,0,,
E021145,N00759,N00783,L3->L4,mgmt,outbound,443/tcp,0,fw_basic,0.588,0.632,0.668,0,,
E021146,N00759,N00995,L3->L4,api,outbound,80/tcp,0,microseg,0.554,0.377,0.079,0,,
E021147,N00955,N00872,L3->L4,mgmt,inbound,53/udp,0,microseg,0.536,0.62,0.366,0,,
E021148,N00955,N00905,L3->L4,api,bidirectional,3389/tcp,0,none,0.34,0.997,0.26,0,,
E021149,N00955,N00957,L3->L4,db_conn,outbound,3389/tcp,0,fw_basic,0.641,0.934,0.369,0,,
E021150,N00955,N00783,L3->L4,network,bidirectional,53/udp,0,fw_strict,0.349,0.687,0.149,0,,
E021151,N00955,N00995,L3->L4,db_conn,inbound,445/tcp,0,microseg,0.334,0.913,0.817,0,,
E021152,N00872,N00940,L4->T,db_conn,inbound,3389/tcp,0,fw_strict,0.614,0.827,0.402,0,,
E021153,N00905,N00940,L4->T,rpc,outbound,445/tcp,0,fw_basic,0.291,0.652,0.087,0,,
E021154,N00957,N00940,L4->T,mgmt,outbound,53/udp,0,none,0.331,0.637,0.164,0,,
E021155,N00783,N00940,L4->T,mgmt,bidirectional,445/tcp,0,microseg,0.382,0.799,0.745,0,,
E021156,N00995,N00940,L4->T,api,inbound,445/tcp,0,none,0.433,0.917,0.096,0,,
E021157,N00971,N00766,L0->L1,api,outbound,443/tcp,0,fw_strict,0.242,0.788,0.568,0,,
E021158,N00971,N00781,L0->L1,rpc,inbound,445/tcp,0,none,0.443,0.642,0.931,0,,
E021159,N00971,N00898,L0->L1,mgmt,inbound,3389/tcp,0,microseg,0.507,0.962,0.201,0,,
E021160,N00971,N00888,L0->L1,rpc,bidirectional,80/tcp,0,fw_basic,0.337,0.973,0.311,0,,
E021161,N00971,N00835,L0->L1,db_conn,outbound,445/tcp,0,fw_strict,0.033,0.428,0.351,0,,
E021162,N00766,N00879,L1->L2,network,bidirectional,53/udp,0,fw_strict,0.564,0.392,0.438,0,,
E021163,N00766,N00810,L1->L2,api,inbound,80/tcp,0,none,0.188,0.958,0.284,0,,
E021164,N00781,N00879,L1->L2,mgmt,inbound,22/tcp,0,fw_basic,0.314,0.85,0.87,0,,
E021165,N00781,N00810,L1->L2,api,outbound,80/tcp,0,microseg,0.505,0.582,0.619,0,,
E021166,N00898,N00879,L1->L2,mgmt,inbound,443/tcp,0,fw_basic,0.451,0.477,0.85,0,,
E021167,N00898,N00810,L1->L2,rpc,outbound,443/tcp,0,microseg,0.608,0.545,0.814,0,,
E021168,N00888,N00879,L1->L2,api,outbound,445/tcp,0,none,0.24,0.764,0.178,0,,
E021169,N00888,N00810,L1->L2,network,bidirectional,53/udp,0,fw_strict,0.596,0.878,0.374,0,,
E021170,N00835,N00879,L1->L2,db_conn,bidirectional,80/tcp,0,microseg,0.424,0.316,0.36,0,,
E021171,N00835,N00810,L1->L2,rpc,outbound,445/tcp,0,fw_basic,0.631,0.699,0.259,0,,
E021172,N00879,N00786,L2->L3,api,outbound,22/tcp,0,none,0.194,0.702,0.387,0,,
E021173,N00879,N00759,L2->L3,mgmt,bidirectional,80/tcp,0,none,0.569,0.778,0.498,0,,
E021174,N00879,N00955,L2->L3,network,outbound,53/udp,0,fw_basic,0.48,0.679,0.195,0,,
E021175,N00810,N00786,L2->L3,mgmt,outbound,445/tcp,0,microseg,0.08,0.951,0.883,0,,
E021176,N00810,N00759,L2->L3,api,bidirectional,443/tcp,0,fw_strict,0.178,0.324,0.064,0,,
E021177,N00810,N00955,L2->L3,network,outbound,443/tcp,0,microseg,0.231,0.336,0.942,0,,
E021178,N00786,N00872,L3->L4,rpc,outbound,22/tcp,0,microseg,0.56,0.795,0.25,0,,
E021179,N00786,N00905,L3->L4,db_conn,outbound,80/tcp,0,fw_strict,0.247,0.495,0.483,0,,
E021180,N00786,N00957,L3->L4,network,inbound,3389/tcp,0,none,0.444,0.906,0.601,0,,
E021181,N00786,N00783,L3->L4,api,inbound,3389/tcp,0,fw_basic,0.678,0.601,0.585,0,,
E021182,N00786,N00995,L3->L4,db_conn,bidirectional,445/tcp,0,microseg,0.227,0.77,0.108,0,,
E021183,N00759,N00872,L3->L4,api,outbound,3389/tcp,0,microseg,0.649,0.343,0.284,0,,
E021184,N00759,N00905,L3->L4,mgmt,inbound,443/tcp,0,fw_basic,0.357,0.802,0.987,0,,
E021185,N00759,N00957,L3->L4,network,outbound,3389/tcp,0,fw_basic,0.057,0.825,0.796,0,,
E021186,N00759,N00783,L3->L4,db_conn,inbound,445/tcp,0,none,0.654,0.334,0.439,0,,
E021187,N00759,N00995,L3->L4,rpc,bidirectional,53/udp,0,none,0.382,0.735,0.71,0,,
E021188,N00955,N00872,L3->L4,api,inbound,3389/tcp,0,fw_strict,0.602,0.952,0.639,0,,
E021189,N00955,N00905,L3->L4,mgmt,outbound,53/udp,0,fw_basic,0.487,0.655,0.519,0,,
E021190,N00955,N00957,L3->L4,db_conn,outbound,22/tcp,0,fw_basic,0.606,0.868,0.377,0,,
E021191,N00955,N00783,L3->L4,db_conn,bidirectional,80/tcp,0,fw_strict,0.531,0.389,0.609,0,,
E021192,N00955,N00995,L3->L4,network,inbound,22/tcp,0,fw_basic,0.343,0.875,0.56,0,,
E021193,N00872,N00976,L4->T,api,inbound,3389/tcp,0,fw_strict,0.59,0.972,0.481,0,,
E021194,N00905,N00976,L4->T,rpc,inbound,53/udp,0,none,0.47,0.688,0.146,0,,
E021195,N00957,N00976,L4->T,rpc,bidirectional,22/tcp,0,fw_strict,0.133,0.766,0.8,0,,
E021196,N00783,N00976,L4->T,rpc,outbound,22/tcp,0,none,0.394,0.55,0.211,0,,
E021197,N00995,N00976,L4->T,api,inbound,80/tcp,0,fw_strict,0.638,0.589,0.105,0,,
E021198,N00992,N00766,L0->L1,mgmt,bidirectional,3389/tcp,0,fw_basic,0.696,0.927,0.098,0,,
E021199,N00992,N00781,L0->L1,api,bidirectional,53/udp,0,microseg,0.604,0.314,0.932,0,,
E021200,N00992,N00898,L0->L1,api,inbound,53/udp,0,microseg,0.138,0.469,0.235,0,,
E021201,N00992,N00888,L0->L1,api,inbound,3389/tcp,0,fw_strict,0.079,0.9,0.15,0,,
E021202,N00992,N00835,L0->L1,mgmt,outbound,22/tcp,0,microseg,0.026,0.928,0.531,0,,
E021203,N00766,N00879,L1->L2,mgmt,outbound,443/tcp,0,fw_basic,0.484,0.7,0.281,0,,
E021204,N00766,N00810,L1->L2,rpc,inbound,22/tcp,0,fw_basic,0.684,0.363,0.329,0,,
E021205,N00781,N00879,L1->L2,db_conn,bidirectional,53/udp,0,none,0.381,0.639,0.387,0,,
E021206,N00781,N00810,L1->L2,api,outbound,445/tcp,0,none,0.671,0.904,0.835,0,,
E021207,N00898,N00879,L1->L2,db_conn,outbound,80/tcp,0,microseg,0.299,0.869,0.555,0,,
E021208,N00898,N00810,L1->L2,api,bidirectional,445/tcp,0,fw_strict,0.362,0.774,0.556,0,,
E021209,N00888,N00879,L1->L2,mgmt,bidirectional,80/tcp,0,fw_basic,0.2,0.489,0.002,0,,
E021210,N00888,N00810,L1->L2,db_conn,outbound,3389/tcp,0,fw_basic,0.605,0.637,0.777,0,,
E021211,N00835,N00879,L1->L2,api,inbound,53/udp,0,microseg,0.197,0.465,0.35,0,,
