asset,control_type,config,status,misconfig_prob,is_misconfigured,config_source,config_drift_score
N00968,NetworkIsolation,baseline,disabled,0.155,False,manual,0.27
N00968,Logging,baseline,enabled,0.012,False,manual,0.87
N00969,CloudPolicy,legacy,disabled,0.27,True,policy_engine,0.95
N00969,Firewall,baseline,disabled,0.257,True,inherited,0.91
N00970,NetworkIsolation,baseline,enabled,0.274,True,inherited,0.99
N00970,Logging,legacy,partial,0.011,False,auto,0.62
N00971,Logging,strict,disabled,0.043,False,inherited,0.11
N00971,CloudPolicy,legacy,enabled,0.067,False,policy_engine,0.43
N00972,IAMPolicy,strict,disabled,0.216,False,inherited,0.99
N00972,EDR,legacy,disabled,0.274,True,policy_engine,0.21
N00972,Firewall,baseline,partial,0.143,False,inherited,0.61
N00973,Firewall,strict,enabled,0.217,False,manual,0.66
N00973,Logging,legacy,disabled,0.048,False,manual,0.65
N00974,IAMPolicy,baseline,disabled,0.348,True,policy_engine,0.16
N00974,WAF,strict,partial,0.041,False,inherited,0.81
N00974,NetworkIsolation,legacy,partial,0.24,False,auto,0.6
N00975,WAF,moderate,enabled,0.013,False,policy_engine,0.25
N00975,WAF,moderate,enabled,0.329,True,auto,0.95
N00976,Firewall,strict,disabled,0.335,True,inherited,0.66
N00976,NetworkIsolation,baseline,partial,0.077,False,policy_engine,0.39
N00976,Firewall,strict,disabled,0.213,False,policy_engine,0.59
N00977,Logging,moderate,enabled,0.082,False,auto,0.02
N00977,EDR,moderate,disabled,0.091,False,manual,0.47
N00978,Firewall,strict,enabled,0.243,False,manual,0.28
N00978,NetworkIsolation,legacy,disabled,0.294,True,manual,0.76
N00979,IAMPolicy,strict,partial,0.011,False,inherited,0.35
N00979,Logging,strict,disabled,0.187,False,manual,0.24
N00979,WAF,moderate,partial,0.324,True,inherited,0.44
N00980,Hardening,legacy,partial,0.22,False,policy_engine,0.61
N00981,WAF,moderate,partial,0.064,False,manual,0.05
N00981,WAF,legacy,enabled,0.282,True,inherited,0.67
N00982,EDR,strict,disabled,0.06,False,manual,0.52
N00982,WAF,legacy,disabled,0.302,True,inherited,0.7
N00983,WAF,moderate,partial,0.348,True,auto,0.21
N00983,CloudPolicy,strict,disabled,0.286,True,auto,0.98
N00983,IAMPolicy,strict,enabled,0.014,False,inherited,0.53
N00984,Hardening,strict,disabled,0.149,False,auto,0.92
N00984,CloudPolicy,strict,partial,0.335,True,inherited,0.39
N00984,NetworkIsolation,baseline,enabled,0.335,True,policy_engine,0.77
N00985,Firewall,legacy,partial,0.185,False,auto,0.38
N00985,Hardening,legacy,disabled,0.125,False,manual,0.11
N00985,EDR,strict,enabled,0.298,True,manual,0.0
N00986,Hardening,legacy,disabled,0.175,False,inherited,0.6
N00986,EDR,strict,disabled,0.198,False,auto,0.54
N00986,EDR,legacy,partial,0.35,True,policy_engine,0.72
N00987,EDR,moderate,partial,0.161,False,manual,0.01
N00987,Hardening,moderate,disabled,0.077,False,inherited,0.07
N00988,NetworkIsolation,strict,disabled,0.342,True,manual,0.58
N00988,Logging,strict,partial,0.23,False,inherited,0.2
N00989,EDR,baseline,partial,0.233,False,manual,0.02
N00990,EDR,baseline,partial,0.076,False,policy_engine,0.78
N00990,Firewall,legacy,enabled,0.325,True,policy_engine,0.79
N00990,CloudPolicy,strict,disabled,0.095,False,policy_engine,0.06
N00991,WAF,baseline,disabled,0.023,False,manual,0.42
N00992,EDR,moderate,disabled,0.289,True,inherited,0.6
N00992,WAF,moderate,enabled,0.326,True,policy_engine,0.55
N00993,EDR,strict,partial,0.252,True,policy_engine,0.85
N00994,Firewall,strict,partial,0.156,False,inherited,0.27
N00995,IAMPolicy,strict,partial,0.279,True,auto,0.37
N00995,WAF,moderate,partial,0.35,True,inherited,1.0
N00996,CloudPolicy,baseline,enabled,0.121,False,inherited,0.23
N00996,Firewall,legacy,partial,0.17,False,inherited,0.59
N00997,CloudPolicy,strict,partial,0.056,False,inherited,0.56
N00998,Hardening,moderate,disabled,0.044,False,policy_engine,0.6
N00998,Logging,baseline,partial,0.108,False,auto,0.94
N00999,IAMPolicy,strict,partial,0.137,False,manual,0.67
N00999,NetworkIsolation,moderate,disabled,0.314,True,policy_engine,0.02
N00999,Hardening,moderate,enabled,0.004,False,policy_engine,0.72
N01000,Hardening,strict,partial,0.058,False,policy_engine,0.35
N01000,EDR,baseline,partial,0.269,True,auto,0.41
N01001,IAMPolicy,moderate,partial,0.076,False,policy_engine,0.39
N01001,WAF,moderate,partial,0.13,False,policy_engine,0.83
N01002,Logging,strict,partial,0.044,False,auto,0.03
N01002,Logging,baseline,partial,0.175,False,manual,0.61
N01003,IAMPolicy,legacy,partial,0.208,False,auto,0.4
N01003,CloudPolicy,strict,disabled,0.26,True,policy_engine,0.18
N01003,Firewall,moderate,partial,0.342,True,auto,0.01
N01004,Logging,moderate,disabled,0.073,False,manual,0.72
N01005,Hardening,legacy,partial,0.078,False,auto,0.17
N01005,WAF,baseline,disabled,0.059,False,manual,0.26
N01005,NetworkIsolation,strict,disabled,0.183,False,auto,0.11
N01006,Hardening,moderate,enabled,0.153,False,manual,0.33
N01006,Logging,legacy,enabled,0.298,True,manual,0.71
N01006,IAMPolicy,baseline,partial,0.302,True,manual,0.55
N01007,Hardening,baseline,partial,0.118,False,policy_engine,0.19
N01007,WAF,legacy,partial,0.027,False,policy_engine,0.75
N01007,EDR,strict,partial,0.119,False,manual,0.2
N01008,Firewall,moderate,partial,0.163,False,policy_engine,0.45
N01008,EDR,strict,enabled,0.047,False,manual,0.15
N01009,CloudPolicy,baseline,enabled,0.257,True,manual,0.18
N01009,WAF,baseline,enabled,0.141,False,policy_engine,0.04
N01009,Hardening,baseline,partial,0.281,True,auto,0.18
N01010,EDR,moderate,enabled,0.032,False,inherited,0.84
N01010,CloudPolicy,baseline,disabled,0.185,False,auto,0.4
N01010,Logging,legacy,disabled,0.212,False,inherited,0.59
N01011,IAMPolicy,baseline,partial,0.317,True,policy_engine,0.36
N01011,IAMPolicy,moderate,enabled,0.33,True,inherited,0.42
N01011,WAF,baseline,enabled,0.097,False,manual,0.03
N01012,EDR,moderate,enabled,0.069,False,manual,0.23
N01012,NetworkIsolation,baseline,partial,0.0,False,inherited,0.27
N01013,WAF,moderate,enabled,0.235,False,policy_engine,0.71
N01014,NetworkIsolation,moderate,disabled,0.069,False,auto,0.7
N01014,Hardening,legacy,partial,0.225,False,inherited,0.96
N01015,NetworkIsolation,moderate,disabled,0.082,False,manual,0.44
N01015,Logging,baseline,partial,0.063,False,auto,0.44
N01015,CloudPolicy,legacy,disabled,0.107,False,inherited,0.46
N01016,Hardening,baseline,partial,0.14,False,auto,0.32
N01017,EDR,legacy,enabled,0.141,False,auto,0.91
N01017,CloudPolicy,strict,partial,0.132,False,inherited,0.1
N01018,EDR,strict,enabled,0.138,False,inherited,0.89
N01018,Logging,baseline,partial,0.001,False,auto,0.68
N01019,WAF,legacy,partial,0.082,False,policy_engine,0.97
N01020,WAF,legacy,disabled,0.266,True,policy_engine,0.73
N01020,CloudPolicy,moderate,disabled,0.031,False,auto,0.46
N01020,Hardening,strict,partial,0.043,False,auto,0.5
N01021,Logging,strict,enabled,0.169,False,policy_engine,0.09
N01021,Logging,moderate,disabled,0.204,False,inherited,0.38
N01022,NetworkIsolation,legacy,disabled,0.336,True,manual,0.8
N01022,Hardening,baseline,enabled,0.215,False,auto,0.94
N01022,EDR,strict,disabled,0.069,False,manual,0.4
N01023,CloudPolicy,moderate,enabled,0.267,True,manual,0.78
N01023,Logging,baseline,disabled,0.345,True,manual,0.73
N01023,Firewall,baseline,disabled,0.258,True,policy_engine,0.44
N01024,WAF,legacy,partial,0.051,False,inherited,0.61
N01025,Hardening,legacy,partial,0.29,True,manual,0.17
N01026,Logging,strict,enabled,0.018,False,auto,0.74
N01026,CloudPolicy,legacy,disabled,0.132,False,inherited,0.72
N01026,NetworkIsolation,baseline,enabled,0.07,False,inherited,0.08
N01027,NetworkIsolation,moderate,enabled,0.167,False,manual,0.82
N01027,WAF,legacy,partial,0.032,False,policy_engine,0.56
N01027,Logging,strict,partial,0.335,True,inherited,0.0
N01028,Logging,strict,disabled,0.236,False,manual,0.76
N01028,Firewall,moderate,partial,0.116,False,policy_engine,0.11
N01029,Logging,moderate,enabled,0.277,True,policy_engine,0.43
N01029,Hardening,moderate,disabled,0.287,True,auto,0.19
N01030,Logging,moderate,partial,0.119,False,manual,0.08
N01031,NetworkIsolation,moderate,partial,0.173,False,policy_engine,0.03
N01031,WAF,strict,enabled,0.317,True,policy_engine,0.38
N01032,Firewall,moderate,enabled,0.125,False,auto,0.68
N01032,WAF,strict,disabled,0.036,False,manual,0.63
N01033,Firewall,baseline,enabled,0.282,True,policy_engine,0.67
N01033,Logging,baseline,partial,0.296,True,manual,0.08
N01034,EDR,moderate,enabled,0.301,True,auto,0.34
N01034,WAF,baseline,enabled,0.094,False,inherited,0.52
N01035,WAF,legacy,enabled,0.139,False,auto,0.39
N01036,NetworkIsolation,strict,partial,0.086,False,manual,0.1
N01037,Hardening,strict,enabled,0.282,True,manual,0.74
N01037,NetworkIsolation,strict,partial,0.086,False,manual,0.22
N01038,Firewall,legacy,enabled,0.237,False,inherited,0.63
N01038,IAMPolicy,strict,disabled,0.254,True,auto,0.77
N01039,IAMPolicy,moderate,enabled,0.143,False,inherited,0.16
N01039,NetworkIsolation,baseline,enabled,0.129,False,manual,0.28
N01040,WAF,moderate,partial,0.029,False,inherited,0.64
N01040,WAF,strict,partial,0.197,False,policy_engine,0.62
N01040,Hardening,baseline,partial,0.009,False,manual,0.06
N01041,IAMPolicy,baseline,enabled,0.266,True,manual,0.12
N01041,IAMPolicy,moderate,disabled,0.119,False,auto,0.75
N01042,IAMPolicy,legacy,enabled,0.017,False,auto,0.47
N01042,WAF,moderate,disabled,0.145,False,auto,0.73
N01042,IAMPolicy,baseline,partial,0.258,True,manual,0.68
N01043,NetworkIsolation,legacy,enabled,0.057,False,auto,0.62
N01043,Firewall,strict,enabled,0.059,False,auto,0.03
N01043,IAMPolicy,strict,enabled,0.332,True,policy_engine,0.52
N01044,Logging,legacy,enabled,0.308,True,inherited,0.15
N01044,WAF,legacy,disabled,0.011,False,manual,0.3
N01045,CloudPolicy,moderate,disabled,0.024,False,inherited,0.18
N01046,WAF,strict,partial,0.081,False,auto,0.93
N01047,WAF,strict,disabled,0.163,False,auto,0.16
N01047,Hardening,baseline,enabled,0.339,True,inherited,0.02
N01047,EDR,strict,disabled,0.078,False,auto,0.37
N01048,EDR,strict,disabled,0.333,True,policy_engine,0.34
N01048,Firewall,baseline,enabled,0.191,False,manual,0.19
N01048,NetworkIsolation,legacy,partial,0.001,False,auto,0.6
N01049,Logging,legacy,enabled,0.211,False,policy_engine,0.36
N01049,WAF,legacy,partial,0.282,True,inherited,0.91
N01050,Firewall,strict,disabled,0.242,False,manual,0.36
N01050,WAF,moderate,partial,0.156,False,policy_engine,0.68
N01051,IAMPolicy,baseline,disabled,0.055,False,inherited,0.27
N01051,Hardening,legacy,partial,0.07,False,manual,0.03
N01051,EDR,strict,enabled,0.021,False,inherited,0.7
N01052,Firewall,legacy,partial,0.027,False,inherited,0.97
N01052,Logging,strict,enabled,0.045,False,policy_engine,0.28
N01053,Hardening,baseline,enabled,0.048,False,inherited,0.62
N01054,IAMPolicy,baseline,disabled,0.251,True,inherited,0.04
N01054,CloudPolicy,baseline,partial,0.197,False,auto,0.41
N01055,Firewall,baseline,enabled,0.334,True,inherited,0.58
N01056,Hardening,strict,disabled,0.228,False,policy_engine,0.5
N01056,WAF,legacy,enabled,0.177,False,auto,0.13
N01056,EDR,strict,partial,0.041,False,manual,0.91
N01057,WAF,legacy,disabled,0.096,False,policy_engine,0.32
N01058,CloudPolicy,baseline,disabled,0.064,False,auto,0.86
N01058,Hardening,legacy,partial,0.246,False,auto,0.95
N01059,WAF,baseline,partial,0.328,True,inherited,0.3
N01059,Logging,baseline,disabled,0.114,False,auto,0.71
N01060,EDR,moderate,enabled,0.31,True,auto,0.91
N01060,Firewall,baseline,partial,0.328,True,policy_engine,0.98
N01060,Firewall,legacy,disabled,0.235,False,inherited,0.34
N01061,EDR,strict,partial,0.122,False,policy_engine,0.91
N01061,EDR,legacy,disabled,0.164,False,inherited,0.51
N01062,Logging,moderate,disabled,0.236,False,inherited,0.32
N01062,Logging,moderate,enabled,0.206,False,inherited,0.14
N01063,Firewall,baseline,disabled,0.14,False,inherited,0.79
N01064,Hardening,moderate,enabled,0.009,False,auto,0.76
N01064,CloudPolicy,legacy,partial,0.039,False,policy_engine,0.41
N01064,NetworkIsolation,baseline,disabled,0.066,False,inherited,0.0
N01065,NetworkIsolation,strict,enabled,0.284,True,policy_engine,0.62
N01066,WAF,moderate,enabled,0.112,False,auto,0.22
N01066,CloudPolicy,strict,disabled,0.338,True,inherited,0.57
N01067,Firewall,legacy,enabled,0.266,True,auto,0.21
N01067,IAMPolicy,legacy,partial,0.019,False,policy_engine,0.18
N01067,EDR,legacy,partial,0.308,True,auto,0.88
N01068,Logging,strict,disabled,0.148,False,auto,0.02
N01068,Hardening,moderate,disabled,0.128,False,auto,0.42
N01069,IAMPolicy,legacy,disabled,0.298,True,policy_engine,0.82
N01070,CloudPolicy,legacy,partial,0.225,False,auto,0.31
N01070,EDR,baseline,partial,0.242,False,auto,0.21
N01071,NetworkIsolation,strict,disabled,0.125,False,auto,0.57
N01072,Firewall,moderate,disabled,0.039,False,manual,0.49
N01073,IAMPolicy,legacy,disabled,0.348,True,policy_engine,0.78
N01073,Logging,baseline,disabled,0.267,True,policy_engine,0.43
N01074,CloudPolicy,baseline,partial,0.236,False,manual,0.98
N01075,Logging,moderate,disabled,0.019,False,auto,0.99
N01075,IAMPolicy,legacy,disabled,0.194,False,inherited,0.62
N01075,EDR,strict,disabled,0.087,False,auto,0.24
N01076,Logging,moderate,partial,0.212,False,manual,0.68
N01076,Firewall,baseline,partial,0.164,False,policy_engine,0.64
N01076,WAF,baseline,disabled,0.281,True,auto,0.69
N01077,EDR,legacy,partial,0.131,False,manual,0.32
N01077,Hardening,strict,disabled,0.036,False,manual,0.7
N01078,IAMPolicy,strict,partial,0.133,False,manual,0.3
N01078,Firewall,strict,disabled,0.19,False,inherited,0.36
N01079,EDR,strict,enabled,0.242,False,manual,0.51
N01080,NetworkIsolation,strict,disabled,0.186,False,auto,0.62
N01081,Hardening,baseline,disabled,0.088,False,inherited,0.39
N01081,IAMPolicy,moderate,enabled,0.337,True,inherited,0.45
N01081,NetworkIsolation,moderate,partial,0.226,False,auto,0.81
N01082,Hardening,moderate,disabled,0.25,False,manual,0.57
N01082,Firewall,moderate,partial,0.232,False,manual,0.18
N01083,EDR,strict,enabled,0.244,False,manual,0.44
N01083,Hardening,legacy,enabled,0.123,False,manual,0.04
N01084,WAF,legacy,disabled,0.008,False,manual,0.0
N01084,EDR,moderate,enabled,0.151,False,manual,0.82
N01085,Firewall,strict,enabled,0.203,False,inherited,0.32
N01085,Logging,moderate,partial,0.136,False,inherited,0.59
N01085,EDR,baseline,partial,0.086,False,auto,0.93
N01086,Logging,baseline,partial,0.049,False,policy_engine,0.97
N01087,Firewall,baseline,enabled,0.23,False,inherited,0.66
N01087,Firewall,strict,disabled,0.004,False,manual,0.0
N01087,Hardening,legacy,disabled,0.029,False,manual,0.15
N01088,Firewall,legacy,partial,0.21,False,auto,0.94
N01088,Logging,legacy,enabled,0.284,True,inherited,0.94
N01088,EDR,strict,disabled,0.139,False,auto,0.14
N01089,Firewall,baseline,enabled,0.252,True,policy_engine,0.29
N01089,WAF,strict,enabled,0.052,False,inherited,0.15
N01090,Logging,legacy,partial,0.051,False,manual,0.88
N01091,Logging,strict,partial,0.12,False,manual,0.71
N01091,NetworkIsolation,baseline,disabled,0.128,False,inherited,0.17
N01091,Hardening,baseline,enabled,0.134,False,policy_engine,0.34
N01092,EDR,moderate,enabled,0.065,False,policy_engine,0.22
N01093,IAMPolicy,moderate,disabled,0.069,False,policy_engine,0.79
N01093,EDR,strict,enabled,0.1,False,manual,0.54
N01094,WAF,legacy,disabled,0.285,True,inherited,0.36
N01094,Firewall,moderate,partial,0.068,False,auto,0.78
N01095,NetworkIsolation,legacy,disabled,0.067,False,inherited,0.1
N01095,CloudPolicy,strict,disabled,0.175,False,inherited,0.71
N01096,IAMPolicy,baseline,partial,0.072,False,manual,0.19
N01096,CloudPolicy,baseline,enabled,0.348,True,manual,0.47
N01097,IAMPolicy,moderate,partial,0.231,False,auto,0.1
N01097,WAF,baseline,enabled,0.312,True,inherited,0.93
N01098,NetworkIsolation,moderate,enabled,0.263,True,manual,0.53
N01098,CloudPolicy,moderate,disabled,0.079,False,manual,0.47
N01098,EDR,moderate,enabled,0.328,True,inherited,0.65
N01099,EDR,legacy,partial,0.33,True,inherited,0.17
N01099,Firewall,strict,disabled,0.053,False,manual,0.06
N01100,IAMPolicy,moderate,enabled,0.018,False,policy_engine,0.01
N01101,IAMPolicy,legacy,partial,0.013,False,auto,0.31
N01101,NetworkIsolation,moderate,partial,0.335,True,manual,0.15
N01102,IAMPolicy,legacy,disabled,0.149,False,inherited,0.24
N01102,Hardening,moderate,enabled,0.066,False,policy_engine,0.1
N01103,Hardening,baseline,enabled,0.219,False,auto,0.94
N01103,CloudPolicy,moderate,enabled,0.211,False,auto,0.32
N01103,Hardening,baseline,partial,0.158,False,manual,0.8
N01104,IAMPolicy,baseline,partial,0.303,True,auto,0.81
N01104,IAMPolicy,moderate,disabled,0.333,True,manual,0.24
N01105,NetworkIsolation,baseline,enabled,0.011,False,policy_engine,0.42
N01106,Logging,baseline,partial,0.343,True,auto,0.76
N01106,Hardening,strict,partial,0.267,True,auto,0.39
N01106,Logging,legacy,enabled,0.111,False,policy_engine,0.3
N01107,WAF,legacy,disabled,0.075,False,policy_engine,0.15
N01108,Hardening,strict,partial,0.343,True,auto,0.23
N01108,Logging,moderate,enabled,0.229,False,inherited,0.46
N01108,Firewall,strict,partial,0.058,False,manual,0.89
N01109,Hardening,baseline,partial,0.275,True,manual,0.1
N01110,EDR,baseline,enabled,0.204,False,inherited,0.84
N01110,Firewall,strict,enabled,0.289,True,inherited,0.75
N01111,EDR,baseline,disabled,0.023,False,inherited,0.25
N01111,Logging,baseline,disabled,0.265,True,manual,0.16
N01112,EDR,baseline,enabled,0.286,True,policy_engine,0.27
N01112,EDR,baseline,enabled,0.295,True,manual,0.81
N01113,Hardening,legacy,disabled,0.082,False,policy_engine,0.18
N01113,Hardening,baseline,partial,0.241,False,auto,0.37
N01114,Logging,strict,partial,0.31,True,policy_engine,0.06
N01114,EDR,legacy,partial,0.058,False,policy_engine,0.2
N01115,NetworkIsolation,baseline,disabled,0.228,False,manual,0.8
N01115,CloudPolicy,baseline,partial,0.164,False,inherited,0.58
N01115,IAMPolicy,moderate,enabled,0.103,False,manual,0.55
N01116,CloudPolicy,legacy,partial,0.007,False,policy_engine,0.03
N01116,Firewall,legacy,disabled,0.268,True,policy_engine,0.37
N01117,IAMPolicy,legacy,enabled,0.054,False,inherited,0.91
N01117,NetworkIsolation,legacy,partial,0.274,True,policy_engine,0.24
N01118,IAMPolicy,baseline,enabled,0.001,False,inherited,0.65
N01118,Hardening,strict,partial,0.132,False,inherited,0.28
N01119,IAMPolicy,legacy,enabled,0.167,False,manual,0.91
N01119,NetworkIsolation,moderate,enabled,0.083,False,policy_engine,0.28
N01120,CloudPolicy,strict,partial,0.275,True,policy_engine,0.02
N01120,EDR,moderate,enabled,0.31,True,auto,0.03
N01120,Hardening,strict,disabled,0.137,False,policy_engine,0.59
N01121,NetworkIsolation,moderate,enabled,0.151,False,manual,0.35
N01121,NetworkIsolation,baseline,partial,0.254,True,inherited,0.32
N01121,Firewall,strict,enabled,0.319,True,manual,0.51
N01122,Hardening,moderate,partial,0.032,False,auto,0.49
N01122,NetworkIsolation,baseline,enabled,0.054,False,auto,0.15
N01123,Firewall,strict,partial,0.187,False,inherited,0.92
N01123,WAF,moderate,partial,0.272,True,inherited,0.46
N01123,CloudPolicy,legacy,enabled,0.047,False,inherited,0.15
N01124,IAMPolicy,strict,disabled,0.005,False,inherited,0.73
N01125,Firewall,strict,enabled,0.311,True,inherited,0.98
N01125,NetworkIsolation,strict,enabled,0.001,False,policy_engine,0.11
N01126,Logging,legacy,enabled,0.225,False,policy_engine,0.03
N01126,NetworkIsolation,strict,disabled,0.026,False,manual,0.68
N01127,Firewall,moderate,disabled,0.081,False,inherited,0.62
N01128,EDR,strict,disabled,0.224,False,auto,0.92
N01128,Logging,strict,enabled,0.128,False,auto,0.0
N01128,Hardening,strict,disabled,0.279,True,policy_engine,0.3
N01129,WAF,legacy,partial,0.337,True,inherited,0.91
N01129,CloudPolicy,strict,enabled,0.236,False,inherited,0.55
N01130,Hardening,legacy,disabled,0.282,True,policy_engine,0.99
N01130,WAF,legacy,enabled,0.01,False,manual,0.98
N01130,Hardening,baseline,disabled,0.215,False,policy_engine,0.14
N01131,Logging,strict,disabled,0.145,False,policy_engine,0.67
N01132,Firewall,moderate,disabled,0.207,False,auto,0.53
N01132,Hardening,legacy,enabled,0.345,True,policy_engine,0.59
N01133,EDR,legacy,disabled,0.328,True,manual,0.67
N01133,NetworkIsolation,baseline,partial,0.214,False,inherited,0.17
N01134,WAF,strict,disabled,0.291,True,auto,0.84
N01134,NetworkIsolation,moderate,partial,0.007,False,inherited,0.44
N01135,EDR,strict,disabled,0.223,False,inherited,0.96
N01135,Hardening,strict,disabled,0.244,False,inherited,0.44
N01135,Logging,baseline,enabled,0.03,False,policy_engine,0.4
N01136,Hardening,strict,partial,0.284,True,inherited,0.73
N01136,NetworkIsolation,moderate,disabled,0.32,True,auto,0.24
N01137,CloudPolicy,moderate,partial,0.047,False,inherited,0.59
N01137,WAF,baseline,partial,0.156,False,inherited,0.94
N01137,Logging,legacy,enabled,0.209,False,manual,0.71
N01138,Firewall,baseline,enabled,0.321,True,manual,0.83
N01138,WAF,moderate,partial,0.004,False,policy_engine,0.09
N01139,NetworkIsolation,baseline,partial,0.121,False,auto,0.73
N01139,Logging,moderate,enabled,0.157,False,policy_engine,0.4
N01139,Logging,strict,partial,0.056,False,inherited,0.53
N01140,WAF,strict,disabled,0.331,True,inherited,0.54
N01141,Logging,moderate,disabled,0.036,False,auto,0.32
N01141,CloudPolicy,legacy,partial,0.152,False,manual,0.66
N01142,Hardening,baseline,enabled,0.126,False,inherited,0.7
N01143,Hardening,baseline,partial,0.345,True,inherited,0.76
N01143,Firewall,baseline,partial,0.251,True,inherited,0.28
N01144,CloudPolicy,baseline,partial,0.242,False,auto,0.44
N01144,Hardening,strict,partial,0.019,False,inherited,0.98
N01145,IAMPolicy,baseline,disabled,0.023,False,inherited,0.89
N01145,Hardening,baseline,enabled,0.052,False,manual,0.35
N01145,EDR,moderate,disabled,0.002,False,policy_engine,0.38
N01146,IAMPolicy,legacy,disabled,0.234,False,inherited,0.85
N01146,Logging,legacy,disabled,0.059,False,inherited,0.89
N01147,Firewall,baseline,partial,0.068,False,manual,0.85
N01147,IAMPolicy,strict,partial,0.281,True,auto,0.85
N01147,Logging,legacy,enabled,0.132,False,policy_engine,0.33
N01148,CloudPolicy,legacy,disabled,0.064,False,policy_engine,0.66
N01148,Logging,strict,enabled,0.286,True,manual,0.15
N01148,EDR,moderate,enabled,0.264,True,policy_engine,0.52
N01149,Logging,baseline,enabled,0.292,True,auto,0.39
N01149,CloudPolicy,moderate,partial,0.05,False,policy_engine,0.61
N01150,Firewall,baseline,enabled,0.324,True,manual,0.51
N01150,NetworkIsolation,legacy,partial,0.046,False,inherited,0.01
N01150,Firewall,moderate,partial,0.193,False,manual,0.04
N01151,Firewall,moderate,partial,0.311,True,manual,0.19
N01151,WAF,moderate,enabled,0.026,False,policy_engine,0.97
N01152,EDR,moderate,enabled,0.15,False,inherited,0.44
N01152,EDR,strict,disabled,0.083,False,policy_engine,0.46
N01152,CloudPolicy,strict,enabled,0.053,False,policy_engine,0.7
N01153,Logging,moderate,disabled,0.29,True,policy_engine,0.99
N01154,NetworkIsolation,baseline,partial,0.349,True,inherited,0.26
N01155,Firewall,moderate,disabled,0.294,True,auto,0.03
N01155,WAF,baseline,enabled,0.008,False,policy_engine,0.37
N01155,WAF,moderate,partial,0.137,False,manual,0.06
N01156,WAF,strict,partial,0.263,True,manual,0.42
N01156,Logging,baseline,enabled,0.016,False,inherited,0.02
N01157,CloudPolicy,legacy,partial,0.12,False,auto,0.37
N01157,Firewall,legacy,partial,0.089,False,manual,0.47
N01158,Logging,strict,partial,0.017,False,auto,0.82
N01159,CloudPolicy,legacy,partial,0.07,False,policy_engine,0.03
N01159,EDR,legacy,disabled,0.116,False,policy_engine,0.71
N01160,WAF,legacy,disabled,0.174,False,inherited,0.45
N01160,Firewall,legacy,disabled,0.245,False,policy_engine,0.15
N01160,CloudPolicy,moderate,partial,0.207,False,policy_engine,0.7
N01161,WAF,baseline,partial,0.099,False,auto,0.01
N01162,EDR,baseline,disabled,0.257,True,manual,0.76
N01162,EDR,baseline,partial,0.221,False,inherited,0.89
N01163,NetworkIsolation,baseline,enabled,0.098,False,auto,0.71
N01164,Firewall,baseline,enabled,0.139,False,policy_engine,0.76
N01164,IAMPolicy,baseline,partial,0.09,False,auto,0.35
N01165,WAF,strict,enabled,0.091,False,policy_engine,0.81
N01165,IAMPolicy,moderate,partial,0.35,True,policy_engine,0.2
N01166,Firewall,baseline,disabled,0.103,False,manual,0.09
N01166,Logging,strict,enabled,0.239,False,policy_engine,0.51
N01167,NetworkIsolation,baseline,disabled,0.221,False,policy_engine,0.97
N01167,WAF,legacy,enabled,0.062,False,inherited,0.03
N01168,WAF,strict,enabled,0.127,False,inherited,0.01
N01168,Logging,strict,disabled,0.211,False,policy_engine,0.85
N01169,NetworkIsolation,legacy,disabled,0.109,False,auto,0.02
N01169,EDR,strict,disabled,0.184,False,auto,0.18
N01169,Logging,legacy,disabled,0.14,False,inherited,0.15
N01170,CloudPolicy,legacy,partial,0.038,False,inherited,0.26
N01171,WAF,baseline,partial,0.02,False,auto,0.25
N01171,IAMPolicy,moderate,disabled,0.331,True,policy_engine,0.7
N01172,Logging,strict,enabled,0.202,False,auto,0.59
N01172,EDR,legacy,partial,0.188,False,inherited,0.4
N01172,CloudPolicy,strict,partial,0.083,False,manual,0.52
N01173,Firewall,baseline,disabled,0.115,False,inherited,0.35
N01174,IAMPolicy,legacy,disabled,0.159,False,auto,0.02
N01174,CloudPolicy,legacy,enabled,0.08,False,policy_engine,0.49
N01175,CloudPolicy,baseline,enabled,0.189,False,auto,0.13
N01176,Logging,strict,enabled,0.298,True,manual,0.25
N01177,CloudPolicy,legacy,disabled,0.035,False,auto,0.65
N01177,NetworkIsolation,legacy,partial,0.348,True,manual,0.51
N01177,Hardening,moderate,enabled,0.322,True,auto,0.25
N01178,CloudPolicy,baseline,enabled,0.062,False,manual,0.5
N01179,EDR,moderate,enabled,0.011,False,policy_engine,0.05
N01179,EDR,legacy,disabled,0.042,False,inherited,0.23
N01180,Hardening,legacy,partial,0.115,False,auto,0.69
N01180,Logging,strict,enabled,0.255,True,manual,0.09
N01181,NetworkIsolation,strict,enabled,0.284,True,auto,0.5
N01181,IAMPolicy,baseline,partial,0.062,False,inherited,0.97
N01182,Hardening,baseline,enabled,0.09,False,auto,0.09
N01183,Firewall,strict,enabled,0.01,False,auto,0.95
N01184,EDR,strict,partial,0.23,False,inherited,0.79
N01184,Logging,baseline,partial,0.083,False,manual,0.44
N01185,Firewall,legacy,disabled,0.244,False,policy_engine,0.73
N01185,Logging,baseline,partial,0.153,False,policy_engine,0.72
N01185,Hardening,moderate,partial,0.211,False,inherited,0.92
N01186,IAMPolicy,strict,enabled,0.273,True,inherited,0.49
